id,user_id,vin,plate_number,vehicle_model,vehicle_year,mileage,vehicle_type,vehicle_make
330,529,VIN00000000000330,ABC0330,L300,2022,42177.00,Crossover,Mitsubishi
331,530,VIN00000000000331,ABC0331,Tucson,1997,42290.00,Sedan,Hyundai
332,531,VIN00000000000332,ABC0332,Strada,2006,42403.00,SUV,Mitsubishi
333,532,VIN00000000000333,ABC0333,Santa Fe,2010,42516.00,Pickup,Hyundai
334,533,VIN00000000000334,ABC0334,Vois,2015,42629.00,Van,Toyota
335,534,VIN00000000000335,ABC0335,Porter,2003,42742.00,Hatchback,Hyundai
336,535,VIN00000000000336,ABC0336,Fortuner,2011,42855.00,Crossover,Toyota
337,536,VIN00000000000337,ABC0337,Vios,2004,42968.00,Sedan,Toyota
338,537,VIN00000000000338,ABC0338,Almera,2012,43081.00,SUV,Nissan
339,538,VIN00000000000339,ABC0339,Montero Sport,2025,43194.00,Pickup,Mitsubishi
340,539,VIN00000000000340,ABC0340,Wigo,2000,43307.00,Van,Toyota
341,540,VIN00000000000341,ABC0341,Vios,2010,43420.00,Hatchback,Toyota
342,541,VIN00000000000342,ABC0342,Fortuner,2020,43533.00,Crossover,Toyota
343,542,VIN00000000000343,ABC0343,Strada,2025,43646.00,Sedan,Mitsubishi
344,543,VIN00000000000344,ABC0344,Avanza,2024,43759.00,SUV,Toyota
345,544,VIN00000000000345,ABC0345,Altis,1999,43872.00,Pickup,Toyota
346,545,VIN00000000000346,ABC0346,Altis,2022,43985.00,Van,Toyota
347,546,VIN00000000000347,ABC0347,Pajero,2024,44098.00,Hatchback,Mitsubishi
348,547,VIN00000000000348,ABC0348,Avanza,2021,44211.00,Crossover,Toyota
349,548,VIN00000000000349,ABC0349,Vios,2008,44324.00,Sedan,Toyota
350,549,VIN00000000000350,ABC0350,Grand Starex,2013,44437.00,SUV,Hyundai
351,550,VIN00000000000351,ABC0351,Xtrail,1997,44550.00,Pickup,Nissan
352,551,VIN00000000000352,ABC0352,Avanza,2004,44663.00,Van,Toyota
353,552,VIN00000000000353,ABC0353,Dzire,2010,44776.00,Hatchback,Suzuki
354,553,VIN00000000000354,ABC0354,Porter,2016,44889.00,Crossover,Hyundai
355,554,VIN00000000000355,ABC0355,Avanza,2006,45002.00,Sedan,Toyota
356,555,VIN00000000000356,ABC0356,Ertiga,2001,45115.00,SUV,Suzuki
357,556,VIN00000000000357,ABC0357,Wigo,1997,45228.00,Pickup,Toyota
358,557,VIN00000000000358,ABC0358,Rush,2024,45341.00,Van,Toyota
359,558,VIN00000000000359,ABC0359,Montero,2005,45454.00,Hatchback,Mitsubishi
360,559,VIN00000000000360,ABC0360,Cx9,2023,45567.00,Crossover,Mazda
361,560,VIN00000000000361,ABC0361,Hiace,2021,45680.00,Sedan,Toyota
362,561,VIN00000000000362,ABC0362,Altis,2007,45793.00,SUV,Toyota
363,562,VIN00000000000363,ABC0363,Hi-Ace,1998,45906.00,Pickup,Toyota
364,563,VIN00000000000364,ABC0364,Vios,2025,46019.00,Van,Toyota
365,564,VIN00000000000365,ABC0365,Brio,2020,46132.00,Hatchback,Honda
366,565,VIN00000000000366,ABC0366,Mazda 3,1997,46245.00,Crossover,Mazda
367,566,VIN00000000000367,ABC0367,Strada,2006,46358.00,Sedan,Mitsubishi
368,567,VIN00000000000368,ABC0368,Brio,2014,46471.00,SUV,Honda
369,568,VIN00000000000369,ABC0369,Strada,2001,46584.00,Pickup,Mitsubishi
370,569,VIN00000000000370,ABC0370,Mazda 2,2020,46697.00,Van,Mazda
371,570,VIN00000000000371,ABC0371,Pajero,2022,46810.00,Hatchback,Mitsubishi
372,571,VIN00000000000372,ABC0372,Sorento,2009,46923.00,Crossover,Kia
373,572,VIN00000000000373,ABC0373,Innova,2003,47036.00,Sedan,Toyota
374,573,VIN00000000000374,ABC0374,Hi-Ace,2025,47149.00,SUV,Toyota
375,574,VIN00000000000375,ABC0375,Xpander,2020,47262.00,Pickup,Mitsubishi
376,575,VIN00000000000376,ABC0376,BR-V,2014,47375.00,Van,Honda
377,576,VIN00000000000377,ABC0377,Innova,2025,47488.00,Hatchback,Toyota
378,577,VIN00000000000378,ABC0378,Montero Sport,2001,47601.00,Crossover,Mitsubishi
379,578,VIN00000000000379,ABC0379,Fc,2003,47714.00,Sedan,Honda
380,579,VIN00000000000380,ABC0380,Corolla,2012,47827.00,SUV,Toyota
381,580,VIN00000000000381,ABC0381,Xpander,2002,47940.00,Pickup,Mitsubishi
382,581,VIN00000000000382,ABC0382,Hiace,2006,48053.00,Van,Toyota
383,582,VIN00000000000383,ABC0383,Jimny,2004,48166.00,Hatchback,Suzuki
384,583,VIN00000000000384,ABC0384,Mirage,2004,48279.00,Crossover,Mitsubishi
385,584,VIN00000000000385,ABC0385,Avanza,2003,48392.00,Sedan,Toyota
386,585,VIN00000000000386,ABC0386,Porter,1998,48505.00,SUV,Hyundai
387,586,VIN00000000000387,ABC0387,Mirage,2021,48618.00,Pickup,Mitsubishi
388,587,VIN00000000000388,ABC0388,mu-X,2001,48731.00,Van,Isuzu
389,588,VIN00000000000389,ABC0389,Altis,2012,48844.00,Hatchback,Toyota
390,589,VIN00000000000390,ABC0390,H100,1998,48957.00,Crossover,Hyundai
391,590,VIN00000000000391,ABC0391,Rush,2013,49070.00,Sedan,Toyota
392,591,VIN00000000000392,ABC0392,Fortuner,1998,49183.00,SUV,Toyota
393,592,VIN00000000000393,ABC0393,Crv,2016,49296.00,Pickup,Honda
394,593,VIN00000000000394,ABC0394,Montero Sport,2000,49409.00,Van,Mitsubishi
395,594,VIN00000000000395,ABC0395,Pajero,2000,49522.00,Hatchback,Mitsubishi
396,595,VIN00000000000396,ABC0396,Cx7,1997,49635.00,Crossover,Mazda
397,596,VIN00000000000397,ABC0397,Xpander,2011,49748.00,Sedan,Mitsubishi
398,597,VIN00000000000398,ABC0398,Elf,2013,49861.00,SUV,Isuzu
399,598,VIN00000000000399,ABC0399,CR-V,2014,49974.00,Pickup,Honda
400,599,VIN00000000000400,ABC0400,Terra,2002,50087.00,Van,Nissan
401,600,VIN00000000000401,ABC0401,Jazz,2014,50200.00,Hatchback,Honda
402,601,VIN00000000000402,ABC0402,Porter,2023,50313.00,Crossover,Hyundai
403,602,VIN00000000000403,ABC0403,Hi-Ace,2010,50426.00,Sedan,Toyota
404,603,VIN00000000000404,ABC0404,Avanza,2014,50539.00,SUV,Toyota
405,604,VIN00000000000405,ABC0405,Hiace,2025,50652.00,Pickup,Toyota
406,605,VIN00000000000406,ABC0406,Traviz,2016,50765.00,Van,Isuzu
407,606,VIN00000000000407,ABC0407,Hiace,2022,50878.00,Hatchback,Toyota
408,607,VIN00000000000408,ABC0408,Vios,2002,50991.00,Crossover,Toyota
409,608,VIN00000000000409,ABC0409,Mazda 2,2022,51104.00,Sedan,Mazda
410,609,VIN00000000000410,ABC0410,Hilux,2019,51217.00,SUV,Toyota
411,610,VIN00000000000411,ABC0411,Terra,2021,51330.00,Pickup,Nissan
412,611,VIN00000000000412,ABC0412,Rush,2004,51443.00,Van,Toyota
413,612,VIN00000000000413,ABC0413,Adventure,2019,51556.00,Hatchback,Mitsubishi
414,613,VIN00000000000414,ABC0414,Corolla,2012,51669.00,Crossover,Toyota
415,614,VIN00000000000415,ABC0415,Altis,2025,51782.00,Sedan,Toyota
416,615,VIN00000000000416,ABC0416,Crv,2008,51895.00,SUV,Honda
417,616,VIN00000000000417,ABC0417,Porter,1997,52008.00,Pickup,Hyundai
418,617,VIN00000000000418,ABC0418,Corolla Altis,2014,52121.00,Van,Toyota
419,618,VIN00000000000419,ABC0419,Adventure,1997,52234.00,Hatchback,Mitsubishi
420,619,VIN00000000000420,ABC0420,City,2007,52347.00,Crossover,Honda
421,620,VIN00000000000421,ABC0421,Innova,2022,52460.00,Sedan,Toyota
422,621,VIN00000000000422,ABC0422,Dzire,2002,52573.00,SUV,Suzuki
423,622,VIN00000000000423,ABC0423,Cx9,2009,52686.00,Pickup,Mazda
424,623,VIN00000000000424,ABC0424,Hiace,2015,52799.00,Van,Toyota
425,624,VIN00000000000425,ABC0425,Porter,2012,52912.00,Hatchback,Hyundai
426,625,VIN00000000000426,ABC0426,Mirage G4,2024,53025.00,Crossover,Mitsubishi
427,626,VIN00000000000427,ABC0427,Corolla Altis,2005,53138.00,Sedan,Toyota
428,627,VIN00000000000428,ABC0428,Corolla,2022,53251.00,SUV,Toyota
429,628,VIN00000000000429,ABC0429,K2700,2002,53364.00,Pickup,Kia
430,629,VIN00000000000430,ABC0430,Adventure,2019,53477.00,Van,Mitsubishi
431,630,VIN00000000000431,ABC0431,H100,1999,53590.00,Hatchback,Hyundai
432,631,VIN00000000000432,ABC0432,Hi-Ace,2010,53703.00,Crossover,Toyota
433,632,VIN00000000000433,ABC0433,Rush,2024,53816.00,Sedan,Toyota
434,633,VIN00000000000434,ABC0434,Accent,2015,53929.00,SUV,Hyundai
435,634,VIN00000000000435,ABC0435,Brio,2011,54042.00,Pickup,Honda
436,635,VIN00000000000436,ABC0436,Altis,2004,54155.00,Van,Toyota
437,636,VIN00000000000437,ABC0437,Adventure,2015,54268.00,Hatchback,Mitsubishi
438,637,VIN00000000000438,ABC0438,Picanto,2024,54381.00,Crossover,Kia
439,638,VIN00000000000439,ABC0439,Picanto,2015,54494.00,Sedan,Kia
440,639,VIN00000000000440,ABC0440,Fortuner,1997,54607.00,SUV,Toyota
441,640,VIN00000000000441,ABC0441,Wigo,2014,54720.00,Pickup,Toyota
442,641,VIN00000000000442,ABC0442,Hiace,2001,54833.00,Van,Toyota
443,642,VIN00000000000443,ABC0443,Picanto,2003,54946.00,Hatchback,Kia
444,643,VIN00000000000444,ABC0444,Wigo,1999,5059.00,Crossover,Toyota
445,644,VIN00000000000445,ABC0445,Terra,2019,5172.00,Sedan,Nissan
446,645,VIN00000000000446,ABC0446,Fortuner,2025,5285.00,SUV,Toyota
447,646,VIN00000000000447,ABC0447,Vios,2023,5398.00,Pickup,Toyota
448,647,VIN00000000000448,ABC0448,Fc,2001,5511.00,Van,Honda
449,648,VIN00000000000449,ABC0449,Fc,2004,5624.00,Hatchback,Honda
450,649,VIN00000000000450,ABC0450,Avanza,2002,5737.00,Crossover,Toyota
451,650,VIN00000000000451,ABC0451,Wigo,2017,5850.00,Sedan,Toyota
452,651,VIN00000000000452,ABC0452,Altis,2004,5963.00,SUV,Toyota
453,652,VIN00000000000453,ABC0453,Carnival,2014,6076.00,Pickup,Kia
454,653,VIN00000000000454,ABC0454,Xpander,2001,6189.00,Van,Mitsubishi
455,654,VIN00000000000455,ABC0455,Corolla Altis,2018,6302.00,Hatchback,Toyota
456,655,VIN00000000000456,ABC0456,Civic,2008,6415.00,Crossover,Honda
457,656,VIN00000000000457,ABC0457,Hi-Ace,2024,6528.00,Sedan,Toyota
458,657,VIN00000000000458,ABC0458,Rush,1997,6641.00,SUV,Toyota
459,658,VIN00000000000459,ABC0459,Elf,1997,6754.00,Pickup,Isuzu
460,659,VIN00000000000460,ABC0460,Fortuner,2012,6867.00,Van,Toyota
461,660,VIN00000000000461,ABC0461,Jazz,2013,6980.00,Hatchback,Honda
462,661,VIN00000000000462,ABC0462,Innova,2013,7093.00,Crossover,Toyota
463,662,VIN00000000000463,ABC0463,Altis,2000,7206.00,Sedan,Toyota
464,663,VIN00000000000464,ABC0464,CR-V,1999,7319.00,SUV,Honda
465,664,VIN00000000000465,ABC0465,Mirage G4,2022,7432.00,Pickup,Mitsubishi
466,665,VIN00000000000466,ABC0466,Avanza,2010,7545.00,Van,Toyota
467,666,VIN00000000000467,ABC0467,Navara,2011,7658.00,Hatchback,Nissan
468,667,VIN00000000000468,ABC0468,Innova,2004,7771.00,Crossover,Toyota
469,668,VIN00000000000469,ABC0469,Grand Starex,2002,7884.00,Sedan,Hyundai
470,669,VIN00000000000470,ABC0470,Rush,2023,7997.00,SUV,Toyota
471,670,VIN00000000000471,ABC0471,Hilux,2020,8110.00,Pickup,Toyota
472,671,VIN00000000000472,ABC0472,Jazz,2019,8223.00,Van,Honda
473,672,VIN00000000000473,ABC0473,Corolla Altis,2002,8336.00,Hatchback,Toyota
474,673,VIN00000000000474,ABC0474,Vois,2009,8449.00,Crossover,Toyota
475,674,VIN00000000000475,ABC0475,Almera,2014,8562.00,Sedan,Nissan
476,675,VIN00000000000476,ABC0476,Fortuner,2011,8675.00,SUV,Toyota
477,676,VIN00000000000477,ABC0477,Civic,2002,8788.00,Pickup,Honda
478,677,VIN00000000000478,ABC0478,Mirage G4,2006,8901.00,Van,Mitsubishi
479,678,VIN00000000000479,ABC0479,Wigo,1999,9014.00,Hatchback,Toyota
480,679,VIN00000000000480,ABC0480,Hiace,2010,9127.00,Crossover,Toyota
481,680,VIN00000000000481,ABC0481,Wigo,2002,9240.00,Sedan,Toyota
482,681,VIN00000000000482,ABC0482,Vios,2004,9353.00,SUV,Toyota
483,682,VIN00000000000483,ABC0483,Rush,2017,9466.00,Pickup,Toyota
484,683,VIN00000000000484,ABC0484,Fc,2019,9579.00,Van,Honda
485,684,VIN00000000000485,ABC0485,Pajero,1999,9692.00,Hatchback,Mitsubishi
486,685,VIN00000000000486,ABC0486,Hi-Ace,2002,9805.00,Crossover,Toyota
487,686,VIN00000000000487,ABC0487,Xtrail,2007,9918.00,Sedan,Nissan
488,687,VIN00000000000488,ABC0488,Corolla,2009,10031.00,SUV,Toyota
489,688,VIN00000000000489,ABC0489,L300,2009,10144.00,Pickup,Mitsubishi
490,689,VIN00000000000490,ABC0490,Pajero,2011,10257.00,Van,Mitsubishi
491,690,VIN00000000000491,ABC0491,Crv Gen 02,1997,10370.00,Hatchback,Honda
492,691,VIN00000000000492,ABC0492,Hilux,2007,10483.00,Crossover,Toyota
493,692,VIN00000000000493,ABC0493,Rush,2015,10596.00,Sedan,Toyota
494,693,VIN00000000000494,ABC0494,Mirage,2022,10709.00,SUV,Mitsubishi
495,694,VIN00000000000495,ABC0495,Rush,2009,10822.00,Pickup,Toyota
496,695,VIN00000000000496,ABC0496,Vios,2014,10935.00,Van,Toyota
497,696,VIN00000000000497,ABC0497,Porter,2013,11048.00,Hatchback,Hyundai
498,697,VIN00000000000498,ABC0498,Escape,1999,11161.00,Crossover,Ford
499,698,VIN00000000000499,ABC0499,City,1999,11274.00,Sedan,Honda
500,699,VIN00000000000500,ABC0500,Accent,2015,11387.00,SUV,Hyundai
