id,job_order_id,section_id,task_title,note,task_status,completed_at,price,billable,scheduled_date,mechanic_id,estimated_finish
315,6,received,Test drive vehicle,Auto-generated task note based on service history.,completed,2026-01-08 17:01:52.312132,,True,,,
316,98,received,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
317,397,quotation,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
318,252,received,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
319,36,complete,Inspect brake pads,Auto-generated task note based on service history.,completed,2026-04-13 12:52:29.312132,,True,,,
320,460,received,Final check,Auto-generated task note based on service history.,completed,2026-01-19 16:28:28.312132,,True,,,
321,434,in_progress,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
322,391,complete,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
323,284,inspecting,Inspect brake pads,Auto-generated task note based on service history.,completed,2025-11-12 18:53:28.312132,,True,,,
324,107,inspecting,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
325,192,received,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
326,272,inspecting,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
327,148,in_progress,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
328,217,inspecting,Check tire pressure,Auto-generated task note based on service history.,completed,2025-08-14 20:16:00.312132,,True,,,
329,191,in_progress,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
330,308,inspecting,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
331,14,inspecting,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
332,220,complete,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
333,311,in_progress,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
334,223,inspecting,Inspect brake pads,Auto-generated task note based on service history.,completed,2026-05-22 23:37:59.312132,,True,,,
335,112,in_progress,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
336,217,inspecting,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
337,88,quotation,Final check,Auto-generated task note based on service history.,completed,2026-07-25 02:39:25.312132,,True,,,
338,321,inspecting,Finalize quotation,Auto-generated task note based on service history.,completed,2026-03-05 13:32:31.312132,,True,,,
339,485,inspecting,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
340,61,in_progress,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
341,459,in_progress,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
342,509,inspecting,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
343,404,inspecting,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
344,500,in_progress,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
345,200,received,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
346,292,in_progress,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
347,396,quotation,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
348,128,quotation,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
349,177,complete,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
350,465,quotation,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
351,465,inspecting,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
352,296,complete,Perform alignment,Auto-generated task note based on service history.,pending,,,True,,,
353,193,in_progress,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
354,364,complete,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
355,190,complete,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
356,80,inspecting,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
357,47,in_progress,Check fluid levels,Auto-generated task note based on service history.,completed,2026-02-14 04:23:50.312132,,True,,,
358,402,complete,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
359,70,complete,Perform alignment,Auto-generated task note based on service history.,completed,2026-05-05 15:35:03.312132,,True,,,
360,476,complete,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
361,431,quotation,Inspect brake pads,Auto-generated task note based on service history.,completed,2025-08-21 02:52:18.312132,,True,,,
362,75,quotation,Perform alignment,Auto-generated task note based on service history.,completed,2026-05-27 19:23:43.312132,,True,,,
363,359,received,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
364,442,received,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
365,355,in_progress,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
366,182,received,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
367,183,in_progress,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
368,297,quotation,Clean interior,Auto-generated task note based on service history.,completed,2026-05-29 06:10:14.312132,,True,,,
369,492,in_progress,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
370,201,inspecting,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
371,451,quotation,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
372,247,inspecting,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
373,245,inspecting,Perform alignment,Auto-generated task note based on service history.,completed,2026-04-22 22:30:29.312132,,True,,,
374,506,inspecting,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
375,284,received,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
376,333,complete,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
377,90,in_progress,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
378,340,received,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
379,35,quotation,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
380,91,quotation,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
381,278,received,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
382,6,complete,Inspect brake pads,Auto-generated task note based on service history.,completed,2026-01-08 06:01:52.312132,,True,,,
383,14,quotation,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
384,74,received,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
385,469,quotation,Check fluid levels,Auto-generated task note based on service history.,completed,2025-10-25 15:53:06.312132,,True,,,
386,502,quotation,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
387,402,inspecting,Finalize quotation,Auto-generated task note based on service history.,completed,2025-10-31 13:36:35.312132,,True,,,
388,105,quotation,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
389,323,inspecting,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
390,421,in_progress,Check fluid levels,Auto-generated task note based on service history.,completed,2026-03-22 10:07:06.312132,,True,,,
391,336,in_progress,Clean interior,Auto-generated task note based on service history.,completed,2025-11-23 02:33:02.312132,,True,,,
392,4,received,Check tire pressure,Auto-generated task note based on service history.,completed,2026-02-07 09:51:04.312132,,True,,,
393,148,in_progress,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
394,86,inspecting,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
395,141,quotation,Perform alignment,Auto-generated task note based on service history.,pending,,,True,,,
396,343,in_progress,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
397,417,quotation,Perform alignment,Auto-generated task note based on service history.,completed,2026-02-01 21:20:02.312132,,True,,,
398,104,quotation,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
399,482,received,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
400,340,received,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
401,13,quotation,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
402,285,complete,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
403,2,in_progress,Final check,Auto-generated task note based on service history.,completed,2026-02-20 11:01:43.312132,,True,,,
404,267,in_progress,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
405,358,quotation,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
406,274,quotation,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
407,80,complete,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
408,201,received,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
409,274,quotation,Final check,Auto-generated task note based on service history.,completed,2025-09-28 15:44:47.312132,,True,,,
410,316,inspecting,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
411,58,inspecting,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
412,95,in_progress,Final check,Auto-generated task note based on service history.,completed,2025-08-17 07:18:43.312132,,True,,,
413,520,inspecting,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
414,252,inspecting,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
415,512,received,Test drive vehicle,Auto-generated task note based on service history.,completed,2026-07-07 13:35:41.312132,,True,,,
416,23,in_progress,Clean interior,Auto-generated task note based on service history.,completed,2025-10-10 04:05:15.312132,,True,,,
417,110,inspecting,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
418,313,quotation,Perform alignment,Auto-generated task note based on service history.,pending,,,True,,,
419,411,inspecting,Perform alignment,Auto-generated task note based on service history.,pending,,,True,,,
420,428,quotation,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
421,277,complete,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
422,293,in_progress,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
423,206,quotation,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
424,61,inspecting,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
425,513,in_progress,Finalize quotation,Auto-generated task note based on service history.,completed,2026-08-01 15:35:41.312132,,True,,,
426,305,in_progress,Inspect brake pads,Auto-generated task note based on service history.,completed,2026-04-14 22:02:37.312132,,True,,,
427,63,in_progress,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
428,289,received,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
429,6,complete,Inspect brake pads,Auto-generated task note based on service history.,completed,2026-01-08 07:01:52.312132,,True,,,
430,506,complete,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
431,30,inspecting,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
432,425,inspecting,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
433,66,received,Clean interior,Auto-generated task note based on service history.,completed,2026-05-22 17:17:41.312132,,True,,,
434,307,complete,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
435,304,quotation,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
436,437,quotation,Inspect brake pads,Auto-generated task note based on service history.,completed,2025-08-18 11:44:12.312132,,True,,,
437,222,received,Check tire pressure,Auto-generated task note based on service history.,completed,2026-02-27 22:45:20.312132,,True,,,
438,341,in_progress,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
439,423,inspecting,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
440,341,received,Final check,Auto-generated task note based on service history.,pending,,,True,,,
441,477,quotation,Final check,Auto-generated task note based on service history.,pending,,,True,,,
442,342,received,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
443,58,complete,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
444,331,in_progress,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
445,390,complete,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
446,197,inspecting,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
447,341,received,Final check,Auto-generated task note based on service history.,pending,,,True,,,
448,409,inspecting,Final check,Auto-generated task note based on service history.,pending,,,True,,,
449,456,in_progress,Test drive vehicle,Auto-generated task note based on service history.,completed,2025-10-29 15:07:59.312132,,True,,,
450,285,complete,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
451,510,inspecting,Perform alignment,Auto-generated task note based on service history.,pending,,,True,,,
452,329,in_progress,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
453,23,inspecting,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
454,43,quotation,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
455,483,complete,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
456,269,in_progress,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
457,418,complete,Check tire pressure,Auto-generated task note based on service history.,completed,2025-12-06 06:23:07.312132,,True,,,
458,240,inspecting,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
459,135,complete,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
460,308,quotation,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
461,160,in_progress,Finalize quotation,Auto-generated task note based on service history.,completed,2025-08-29 02:50:56.312132,,True,,,
462,77,complete,Finalize quotation,Auto-generated task note based on service history.,completed,2025-12-12 19:16:21.312132,,True,,,
463,303,received,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
464,180,complete,Finalize quotation,Auto-generated task note based on service history.,completed,2025-10-15 00:27:17.312132,,True,,,
465,7,complete,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
466,418,quotation,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
467,123,quotation,Final check,Auto-generated task note based on service history.,pending,,,True,,,
468,296,inspecting,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
469,319,received,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
470,126,received,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
471,270,quotation,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
472,30,received,Inspect brake pads,Auto-generated task note based on service history.,completed,2026-04-17 18:24:14.312132,,True,,,
473,22,quotation,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
474,21,inspecting,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
475,41,inspecting,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
476,69,quotation,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
477,109,quotation,Check tire pressure,Auto-generated task note based on service history.,completed,2026-05-31 05:26:29.312132,,True,,,
478,245,received,Perform alignment,Auto-generated task note based on service history.,completed,2026-04-23 01:30:29.312132,,True,,,
479,45,quotation,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
480,225,inspecting,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
481,281,in_progress,Perform alignment,Auto-generated task note based on service history.,pending,,,True,,,
482,509,complete,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
483,278,quotation,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
484,258,quotation,Test drive vehicle,Auto-generated task note based on service history.,completed,2025-12-22 13:29:19.312132,,True,,,
485,424,quotation,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
486,35,inspecting,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
487,1,in_progress,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
488,137,quotation,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
489,146,complete,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
490,245,complete,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
491,519,inspecting,Inspect brake pads,Auto-generated task note based on service history.,completed,2026-06-10 05:35:41.312132,,True,,,
492,485,received,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
493,505,in_progress,Test drive vehicle,Auto-generated task note based on service history.,completed,2026-07-17 11:35:41.312132,,True,,,
494,211,in_progress,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
495,179,in_progress,Final check,Auto-generated task note based on service history.,pending,,,True,,,
496,378,complete,Inspect brake pads,Auto-generated task note based on service history.,completed,2026-05-30 00:06:34.312132,,True,,,
497,188,complete,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
498,462,quotation,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
499,481,received,Check tire pressure,Auto-generated task note based on service history.,completed,2025-08-14 08:17:53.312132,,True,,,
500,394,received,Check tire pressure,Auto-generated task note based on service history.,completed,2026-05-16 22:40:02.312132,,True,,,
501,521,quotation,Wiper blade clips snapped in; full sweep tested,Scenario B – quick-service task completed efficiently.,completed,2026-07-06 02:35:42.964095,,True,,,
502,522,complete,Visual brake inspection — no action required at this visit,Scenario B – quick-service task completed efficiently.,completed,2026-05-15 02:35:42.964095,,True,,,
503,523,received,Tire swapped and torque verified to spec,Scenario B – quick-service task completed efficiently.,completed,2026-07-24 02:35:42.964095,,True,,,
504,524,complete,Cabin filter slot cleaned; new filter seated,Scenario B – quick-service task completed efficiently.,pending,,,True,,,
505,525,quotation,All fluid reservoirs verified at safe levels,Scenario B – quick-service task completed efficiently.,completed,2026-05-19 02:35:42.964095,,True,,,
506,526,in_progress,All fluid reservoirs verified at safe levels,Scenario B – quick-service task completed efficiently.,completed,2026-05-16 02:35:42.964095,,True,,,
507,527,complete,Tire swapped and torque verified to spec,Scenario B – quick-service task completed efficiently.,completed,2026-05-19 02:35:42.964095,,True,,,
508,528,quotation,Cabin filter slot cleaned; new filter seated,Scenario B – quick-service task completed efficiently.,in_progress,2026-07-29 02:35:42.964095,,True,,,
509,529,quotation,Tire swapped and torque verified to spec,Scenario B – quick-service task completed efficiently.,pending,2026-06-15 02:35:42.964095,,True,,,
510,530,received,Wiper blade clips snapped in; full sweep tested,Scenario B – quick-service task completed efficiently.,completed,2026-05-15 02:35:42.964095,,True,,,
511,531,in_progress,Wiper blade clips snapped in; full sweep tested,Scenario B – quick-service task completed efficiently.,in_progress,2026-06-07 02:35:42.964095,,True,,,
512,532,complete,Quick oil drain and fill completed,Scenario B – quick-service task completed efficiently.,pending,2026-07-04 02:35:42.964095,,True,,,
513,533,complete,Tire swapped and torque verified to spec,Scenario B – quick-service task completed efficiently.,completed,2026-07-31 02:35:42.964095,,True,,,
514,534,in_progress,Tire pressure corrected; TPMS reset performed,Scenario B – quick-service task completed efficiently.,in_progress,2026-07-22 02:35:42.964095,,True,,,
515,535,received,Battery load test passed; terminals re-tightened,Scenario B – quick-service task completed efficiently.,completed,2026-07-31 02:35:42.964095,,True,,,
516,536,received,Cabin filter slot cleaned; new filter seated,Scenario B – quick-service task completed efficiently.,in_progress,2026-06-15 02:35:42.964095,,True,,,
517,537,complete,Quick oil drain and fill completed,Scenario B – quick-service task completed efficiently.,pending,2026-07-04 02:35:42.964095,,True,,,
518,538,in_progress,Cabin filter slot cleaned; new filter seated,Scenario B – quick-service task completed efficiently.,in_progress,,,True,,,
519,539,received,Quick oil drain and fill completed,Scenario B – quick-service task completed efficiently.,in_progress,2026-05-25 02:35:42.964095,,True,,,
520,540,complete,Cabin filter slot cleaned; new filter seated,Scenario B – quick-service task completed efficiently.,completed,2026-06-19 02:35:42.964095,,True,,,
521,541,quotation,Visual brake inspection — no action required at this visit,Scenario B – quick-service task completed efficiently.,in_progress,2026-06-18 02:35:42.964095,,True,,,
522,542,received,Tire swapped and torque verified to spec,Scenario B – quick-service task completed efficiently.,completed,,,True,,,
523,543,in_progress,Visual brake inspection — no action required at this visit,Scenario B – quick-service task completed efficiently.,pending,2026-06-27 02:35:42.964095,,True,,,
524,544,in_progress,Tire pressure corrected; TPMS reset performed,Scenario B – quick-service task completed efficiently.,completed,2026-07-18 02:35:42.964095,,True,,,
525,545,complete,Cabin filter slot cleaned; new filter seated,Scenario B – quick-service task completed efficiently.,completed,2026-06-25 02:35:42.964095,,True,,,
526,546,in_progress,Tire swapped and torque verified to spec,Scenario B – quick-service task completed efficiently.,completed,2026-08-01 02:35:42.964095,,True,,,
527,547,quotation,Tire pressure corrected; TPMS reset performed,Scenario B – quick-service task completed efficiently.,in_progress,2026-06-12 02:35:42.964095,,True,,,
528,548,quotation,Tire swapped and torque verified to spec,Scenario B – quick-service task completed efficiently.,completed,2026-07-27 02:35:42.964095,,True,,,
529,549,in_progress,Tire swapped and torque verified to spec,Scenario B – quick-service task completed efficiently.,pending,2026-07-24 02:35:42.964095,,True,,,
530,550,inspecting,Wiper blade clips snapped in; full sweep tested,Scenario B – quick-service task completed efficiently.,completed,2026-07-17 02:35:42.964095,,True,,,
531,551,in_progress,All fluid reservoirs verified at safe levels,Scenario B – quick-service task completed efficiently.,completed,2026-06-15 02:35:42.964095,,True,,,
532,552,in_progress,Visual brake inspection — no action required at this visit,Scenario B – quick-service task completed efficiently.,in_progress,2026-05-18 02:35:42.964095,,True,,,
533,553,received,Tire pressure corrected; TPMS reset performed,Scenario B – quick-service task completed efficiently.,in_progress,2026-07-06 02:35:42.964095,,True,,,
534,554,received,Tire swapped and torque verified to spec,Scenario B – quick-service task completed efficiently.,pending,2026-05-16 02:35:42.964095,,True,,,
535,555,quotation,Tire pressure corrected; TPMS reset performed,Scenario B – quick-service task completed efficiently.,completed,2026-05-20 02:35:42.964095,,True,,,
536,556,complete,Tire pressure corrected; TPMS reset performed,Scenario B – quick-service task completed efficiently.,in_progress,2026-06-16 02:35:42.964095,,True,,,
537,557,inspecting,Wiper blade clips snapped in; full sweep tested,Scenario B – quick-service task completed efficiently.,completed,2026-05-21 02:35:42.964095,,True,,,
538,558,quotation,Wiper blade clips snapped in; full sweep tested,Scenario B – quick-service task completed efficiently.,pending,2026-05-23 02:35:42.964095,,True,,,
539,559,received,Tire swapped and torque verified to spec,Scenario B – quick-service task completed efficiently.,pending,2026-07-03 02:35:42.964095,,True,,,
540,560,received,Cabin filter slot cleaned; new filter seated,Scenario B – quick-service task completed efficiently.,completed,2026-05-12 02:35:42.964095,,True,,,
541,561,received,Quick oil drain and fill completed,Scenario B – quick-service task completed efficiently.,pending,2026-06-02 02:35:42.964095,,True,,,
542,562,complete,Visual brake inspection — no action required at this visit,Scenario B – quick-service task completed efficiently.,pending,2026-05-24 02:35:42.964095,,True,,,
543,563,quotation,Quick oil drain and fill completed,Scenario B – quick-service task completed efficiently.,completed,2026-06-02 02:35:42.964095,,True,,,
544,564,received,Visual brake inspection — no action required at this visit,Scenario B – quick-service task completed efficiently.,in_progress,2026-08-01 02:35:42.964095,,True,,,
545,565,inspecting,Wiper blade clips snapped in; full sweep tested,Scenario B – quick-service task completed efficiently.,pending,,,True,,,
546,566,complete,Visual brake inspection — no action required at this visit,Scenario B – quick-service task completed efficiently.,completed,2026-06-05 02:35:42.964095,,True,,,
547,567,received,Battery load test passed; terminals re-tightened,Scenario B – quick-service task completed efficiently.,in_progress,,,True,,,
548,568,complete,Wiper blade clips snapped in; full sweep tested,Scenario B – quick-service task completed efficiently.,pending,2026-07-02 02:35:42.964095,,True,,,
549,569,complete,Quick oil drain and fill completed,Scenario B – quick-service task completed efficiently.,pending,2026-07-09 02:35:42.964095,,True,,,
550,570,complete,Tire swapped and torque verified to spec,Scenario B – quick-service task completed efficiently.,completed,2026-06-17 02:35:42.964095,,True,,,
551,571,inspecting,Cabin filter slot cleaned; new filter seated,Scenario B – quick-service task completed efficiently.,completed,2026-06-06 02:35:42.964095,,True,,,
552,572,complete,Visual brake inspection — no action required at this visit,Scenario B – quick-service task completed efficiently.,in_progress,2026-07-17 02:35:42.964095,,True,,,
553,573,in_progress,Quick oil drain and fill completed,Scenario B – quick-service task completed efficiently.,completed,2026-08-03 02:35:42.964095,,True,,,
554,574,inspecting,All fluid reservoirs verified at safe levels,Scenario B – quick-service task completed efficiently.,completed,,,True,,,
555,575,received,Visual brake inspection — no action required at this visit,Scenario B – quick-service task completed efficiently.,completed,2026-06-23 02:35:42.964095,,True,,,
556,576,received,Cabin filter slot cleaned; new filter seated,Scenario B – quick-service task completed efficiently.,completed,2026-07-13 02:35:42.964095,,True,,,
557,577,received,Battery load test passed; terminals re-tightened,Scenario B – quick-service task completed efficiently.,completed,2026-07-29 02:35:42.964095,,True,,,
558,578,complete,All fluid reservoirs verified at safe levels,Scenario B – quick-service task completed efficiently.,pending,2026-07-11 02:35:42.964095,,True,,,
559,579,complete,Visual brake inspection — no action required at this visit,Scenario B – quick-service task completed efficiently.,completed,2026-07-02 02:35:42.964095,,True,,,
560,580,complete,All fluid reservoirs verified at safe levels,Scenario B – quick-service task completed efficiently.,pending,2026-06-04 02:35:42.964095,,True,,,
561,581,quotation,Cabin filter slot cleaned; new filter seated,Scenario B – quick-service task completed efficiently.,completed,2026-06-24 02:35:42.964095,,True,,,
562,582,complete,Battery load test passed; terminals re-tightened,Scenario B – quick-service task completed efficiently.,completed,2026-06-15 02:35:42.964095,,True,,,
563,583,in_progress,Cabin filter slot cleaned; new filter seated,Scenario B – quick-service task completed efficiently.,completed,,,True,,,
564,584,inspecting,Tire swapped and torque verified to spec,Scenario B – quick-service task completed efficiently.,completed,2026-05-10 02:35:42.964095,,True,,,
565,585,complete,Battery load test passed; terminals re-tightened,Scenario B – quick-service task completed efficiently.,pending,2026-08-03 02:35:42.964095,,True,,,
566,586,inspecting,Wiper blade clips snapped in; full sweep tested,Scenario B – quick-service task completed efficiently.,pending,2026-07-26 02:35:42.964095,,True,,,
567,587,received,Visual brake inspection — no action required at this visit,Scenario B – quick-service task completed efficiently.,completed,,,True,,,
568,588,complete,Wiper blade clips snapped in; full sweep tested,Scenario B – quick-service task completed efficiently.,in_progress,2026-07-16 02:35:42.964095,,True,,,
569,589,quotation,Wiper blade clips snapped in; full sweep tested,Scenario B – quick-service task completed efficiently.,pending,2026-06-23 02:35:42.964095,,True,,,
570,590,inspecting,Cabin filter slot cleaned; new filter seated,Scenario B – quick-service task completed efficiently.,pending,2026-05-25 02:35:42.964095,,True,,,
571,591,inspecting,All fluid reservoirs verified at safe levels,Scenario B – quick-service task completed efficiently.,pending,,,True,,,
572,592,in_progress,Wiper blade clips snapped in; full sweep tested,Scenario B – quick-service task completed efficiently.,completed,2026-06-25 02:35:42.964095,,True,,,
573,593,in_progress,Wiper blade clips snapped in; full sweep tested,Scenario B – quick-service task completed efficiently.,pending,2026-06-23 02:35:42.964095,,True,,,
574,594,inspecting,All fluid reservoirs verified at safe levels,Scenario B – quick-service task completed efficiently.,in_progress,2026-07-28 02:35:42.964095,,True,,,
575,595,received,Tire swapped and torque verified to spec,Scenario B – quick-service task completed efficiently.,completed,2026-07-18 02:35:42.964095,,True,,,
576,596,inspecting,Battery load test passed; terminals re-tightened,Scenario B – quick-service task completed efficiently.,completed,,,True,,,
577,597,complete,Tire pressure corrected; TPMS reset performed,Scenario B – quick-service task completed efficiently.,completed,2026-06-25 02:35:42.964095,,True,,,
578,598,received,Wiper blade clips snapped in; full sweep tested,Scenario B – quick-service task completed efficiently.,in_progress,2026-06-05 02:35:42.964095,,True,,,
579,599,inspecting,Visual brake inspection — no action required at this visit,Scenario B – quick-service task completed efficiently.,completed,2026-07-30 02:35:42.964095,,True,,,
580,600,inspecting,Quick oil drain and fill completed,Scenario B – quick-service task completed efficiently.,in_progress,2026-06-28 02:35:42.964095,,True,,,
581,601,received,Wiper blade clips snapped in; full sweep tested,Scenario B – quick-service task completed efficiently.,pending,,,True,,,
582,602,in_progress,Cabin filter slot cleaned; new filter seated,Scenario B – quick-service task completed efficiently.,pending,2026-06-06 02:35:42.964095,,True,,,
583,603,inspecting,Visual brake inspection — no action required at this visit,Scenario B – quick-service task completed efficiently.,completed,2026-05-09 02:35:42.964095,,True,,,
584,604,in_progress,Cabin filter slot cleaned; new filter seated,Scenario B – quick-service task completed efficiently.,completed,2026-08-01 02:35:42.964095,,True,,,
585,605,in_progress,Battery load test passed; terminals re-tightened,Scenario B – quick-service task completed efficiently.,in_progress,2026-05-14 02:35:42.964095,,True,,,
