id,job_order_id,coverage_description,start_date,expiration_date,status
327,199,1-year comprehensive warranty on engine overhaul labor and parts.,2026-07-14,2026-08-13,claimed
328,175,6-month warranty on air conditioning compressor and freon leaks.,2025-09-27,2026-03-26,expired
329,446,30-day limited warranty on workmanship and minor adjustments.,2025-11-19,2026-02-17,expired
330,172,90-day warranty on replaced suspension components.,2026-03-17,2026-09-13,claimed
331,234,90-day warranty on replaced suspension components.,2025-10-29,2026-01-27,expired
332,169,6-month warranty on air conditioning compressor and freon leaks.,2026-05-10,2026-06-09,expired
333,277,1-year comprehensive warranty on engine overhaul labor and parts.,2026-02-04,2026-08-03,expired
334,174,30-day limited warranty on workmanship and minor adjustments.,2026-03-27,2027-03-27,active
335,452,1-year comprehensive warranty on engine overhaul labor and parts.,2025-10-29,2026-10-29,active
336,310,1-year warranty on all installed electrical parts and wiring.,2026-02-24,2027-02-24,active
337,380,1-year warranty on all installed electrical parts and wiring.,2026-01-10,2027-01-10,active
338,149,1-year comprehensive warranty on engine overhaul labor and parts.,2026-05-07,2026-11-03,claimed
339,157,6-month warranty on air conditioning compressor and freon leaks.,2025-11-05,2026-11-05,active
340,200,6-month warranty on air conditioning compressor and freon leaks.,2025-11-02,2026-01-31,expired
341,105,90-day warranty on replaced suspension components.,2026-03-02,2026-08-29,nearing_expiration
342,64,6-month warranty on air conditioning compressor and freon leaks.,2026-03-17,2026-04-16,expired
343,244,6-month warranty on air conditioning compressor and freon leaks.,2025-08-20,2026-02-16,expired
344,466,30-day limited warranty on workmanship and minor adjustments.,2025-09-07,2026-09-07,active
345,498,90-day warranty on replaced suspension components.,2026-02-20,2026-05-21,expired
346,474,30-day limited warranty on workmanship and minor adjustments.,2026-06-28,2027-06-28,active
347,459,90-day warranty on replaced suspension components.,2025-11-09,2026-11-09,active
348,390,90-day warranty on replaced suspension components.,2026-03-06,2026-06-04,expired
349,203,1-year warranty on all installed electrical parts and wiring.,2025-12-28,2026-03-28,expired
350,419,90-day warranty on replaced suspension components.,2025-11-07,2026-05-06,expired
351,438,6-month warranty on air conditioning compressor and freon leaks.,2026-06-18,2026-07-18,expired
352,240,1-year comprehensive warranty on engine overhaul labor and parts.,2025-12-01,2026-03-01,expired
353,350,1-year warranty on all installed electrical parts and wiring.,2026-02-22,2026-05-23,expired
354,424,6-month warranty on air conditioning compressor and freon leaks.,2026-07-02,2026-09-30,active
355,12,90-day warranty on replaced suspension components.,2026-07-22,2027-07-22,active
356,361,1-year warranty on all installed electrical parts and wiring.,2025-09-02,2026-09-02,nearing_expiration
357,387,90-day warranty on replaced suspension components.,2025-10-12,2026-01-10,expired
358,44,90-day warranty on replaced suspension components.,2025-08-23,2025-09-22,voided
359,307,90-day warranty on replaced suspension components.,2026-03-21,2026-09-17,active
360,217,1-year warranty on all installed electrical parts and wiring.,2025-08-16,2026-08-16,nearing_expiration
361,74,1-year comprehensive warranty on engine overhaul labor and parts.,2025-10-18,2026-04-16,expired
362,213,1-year comprehensive warranty on engine overhaul labor and parts.,2025-10-01,2026-10-01,active
363,265,6-month warranty on air conditioning compressor and freon leaks.,2026-05-31,2026-11-27,active
364,263,30-day limited warranty on workmanship and minor adjustments.,2025-11-27,2026-05-26,expired
365,130,1-year warranty on all installed electrical parts and wiring.,2026-01-17,2026-07-16,expired
366,30,1-year warranty on all installed electrical parts and wiring.,2026-04-17,2026-05-17,expired
367,319,90-day warranty on replaced suspension components.,2025-09-26,2025-12-25,expired
368,116,1-year comprehensive warranty on engine overhaul labor and parts.,2026-06-03,2026-09-01,nearing_expiration
369,304,30-day limited warranty on workmanship and minor adjustments.,2026-04-03,2026-07-02,expired
370,186,1-year comprehensive warranty on engine overhaul labor and parts.,2026-02-15,2026-05-16,expired
371,373,6-month warranty on air conditioning compressor and freon leaks.,2026-03-14,2026-04-13,expired
372,329,30-day limited warranty on workmanship and minor adjustments.,2025-09-04,2025-10-04,expired
373,51,30-day limited warranty on workmanship and minor adjustments.,2026-03-02,2026-08-29,nearing_expiration
374,151,1-year comprehensive warranty on engine overhaul labor and parts.,2026-01-30,2026-07-29,expired
375,192,90-day warranty on replaced suspension components.,2025-11-09,2025-12-09,expired
376,153,1-year comprehensive warranty on engine overhaul labor and parts.,2025-10-22,2026-10-22,active
377,99,90-day warranty on replaced suspension components.,2026-04-12,2026-05-12,expired
378,83,6-month warranty on air conditioning compressor and freon leaks.,2025-08-07,2025-11-05,expired
379,293,6-month warranty on air conditioning compressor and freon leaks.,2026-02-22,2026-05-23,expired
380,146,30-day limited warranty on workmanship and minor adjustments.,2026-05-02,2027-05-02,active
381,218,1-year warranty on all installed electrical parts and wiring.,2026-05-05,2026-08-03,expired
382,230,1-year warranty on all installed electrical parts and wiring.,2025-10-04,2026-10-04,claimed
383,305,1-year comprehensive warranty on engine overhaul labor and parts.,2026-04-13,2027-04-13,active
384,375,1-year comprehensive warranty on engine overhaul labor and parts.,2025-09-06,2026-09-06,active
385,21,90-day warranty on replaced suspension components.,2025-08-23,2025-11-21,expired
386,5,6-month warranty on air conditioning compressor and freon leaks.,2025-09-25,2026-03-24,expired
387,111,1-year comprehensive warranty on engine overhaul labor and parts.,2026-07-09,2026-10-07,active
388,43,6-month warranty on air conditioning compressor and freon leaks.,2026-07-21,2026-10-19,active
389,179,6-month warranty on air conditioning compressor and freon leaks.,2026-05-29,2026-06-28,expired
390,58,30-day limited warranty on workmanship and minor adjustments.,2025-11-04,2026-02-02,expired
391,183,1-year warranty on all installed electrical parts and wiring.,2026-01-28,2026-04-28,expired
392,57,30-day limited warranty on workmanship and minor adjustments.,2026-05-01,2027-05-01,active
393,47,30-day limited warranty on workmanship and minor adjustments.,2026-02-15,2027-02-15,active
394,102,6-month warranty on air conditioning compressor and freon leaks.,2026-01-31,2026-05-01,expired
395,320,1-year comprehensive warranty on engine overhaul labor and parts.,2025-09-14,2026-09-14,active
396,215,1-year comprehensive warranty on engine overhaul labor and parts.,2026-02-10,2026-03-12,expired
397,71,6-month warranty on air conditioning compressor and freon leaks.,2026-03-28,2026-09-24,active
398,11,90-day warranty on replaced suspension components.,2025-10-17,2025-11-16,expired
399,490,1-year warranty on all installed electrical parts and wiring.,2025-12-25,2026-06-23,expired
400,362,6-month warranty on air conditioning compressor and freon leaks.,2025-08-12,2025-11-10,expired
