id,job_order_id,service_id,description_of_work,estimated_duration,actual_duration,estimated_hours,actual_hours,estimated_amount,actual_amount
257,412,8,"Found minor wear and tear during service, but within acceptable limits.",03:36:04,04:01:26,,,3414.64,3794.04
258,301,4,Replaced consumables and tested system. Everything is operating normally.,01:48:54,02:29:01,,,5829.14,6476.82
259,350,2,Replaced consumables and tested system. Everything is operating normally.,02:54:56,03:07:31,,,5456.10,6062.33
260,50,8,Performed standard service procedure as per manufacturer guidelines.,01:28:56,01:31:25,,,4204.32,4671.47
261,435,6,Replaced consumables and tested system. Everything is operating normally.,03:56:47,04:25:04,,,2583.75,2870.83
262,468,2,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:01:40,01:09:55,,,3718.15,4131.28
263,36,5,Replaced consumables and tested system. Everything is operating normally.,01:13:56,01:16:27,,,3637.87,4042.08
264,314,1,"Found minor wear and tear during service, but within acceptable limits.",03:33:57,03:56:23,,,4174.07,4637.85
265,296,2,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:24:56,02:03:33,,,5399.44,5999.38
266,321,5,Service completed. Adjusted specifications to optimal levels.,01:06:42,01:15:40,,,4069.45,4521.61
267,420,6,Service completed. Adjusted specifications to optimal levels.,00:38:38,01:02:21,,,2964.70,3294.11
268,227,1,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:40:39,02:54:19,,,4917.37,5463.74
269,247,3,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,00:54:24,00:52:05,,,6523.77,7248.63
270,270,4,Service completed. Adjusted specifications to optimal levels.,00:50:09,00:46:08,,,5290.38,5878.20
271,243,4,"Found minor wear and tear during service, but within acceptable limits.",02:55:52,03:02:27,,,6385.11,7094.57
272,257,7,Performed standard service procedure as per manufacturer guidelines.,00:40:05,01:11:47,,,1430.12,1589.02
273,392,1,Service completed. Adjusted specifications to optimal levels.,00:57:13,00:45:06,,,7061.26,7845.84
274,231,4,Replaced consumables and tested system. Everything is operating normally.,01:57:09,02:01:16,,,569.95,633.28
275,324,5,Performed standard service procedure as per manufacturer guidelines.,01:16:22,01:10:08,,,3642.75,4047.50
276,506,7,"Found minor wear and tear during service, but within acceptable limits.",01:09:39,01:00:52,,,1889.42,2099.36
277,289,8,Service completed. Adjusted specifications to optimal levels.,00:31:07,01:13:15,,,929.75,1033.06
278,416,3,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:57:00,02:00:07,,,1868.83,2076.48
279,369,8,"Found minor wear and tear during service, but within acceptable limits.",00:44:38,01:16:56,,,5690.56,6322.84
280,68,5,Replaced consumables and tested system. Everything is operating normally.,02:10:50,02:03:32,,,779.01,865.57
281,7,3,Replaced consumables and tested system. Everything is operating normally.,03:56:02,04:02:03,,,4727.61,5252.90
282,234,4,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:24:11,01:26:13,,,2845.82,3162.02
283,82,1,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",03:54:39,04:18:37,,,2823.78,3137.53
284,483,8,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,03:05:01,03:30:53,,,6579.02,7310.02
285,337,7,Replaced consumables and tested system. Everything is operating normally.,02:49:52,02:49:54,,,3261.83,3624.26
286,80,5,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",03:38:19,03:46:23,,,5938.15,6597.94
287,82,8,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:19:14,02:19:06,,,2937.53,3263.92
288,108,3,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,03:34:42,03:47:05,,,6364.38,7071.53
289,6,1,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:16:53,01:47:49,,,924.99,1027.77
290,317,6,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",00:56:29,01:32:41,,,5211.51,5790.57
291,465,7,Performed standard service procedure as per manufacturer guidelines.,02:01:08,02:41:08,,,2340.34,2600.38
292,217,6,Performed standard service procedure as per manufacturer guidelines.,03:38:40,03:35:14,,,6360.04,7066.71
293,113,4,"Found minor wear and tear during service, but within acceptable limits.",02:58:25,03:08:34,,,1215.75,1350.83
294,460,1,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",03:02:04,03:04:32,,,5806.18,6451.31
295,3,7,"Found minor wear and tear during service, but within acceptable limits.",01:31:22,02:08:17,,,2642.99,2936.66
296,439,2,"Found minor wear and tear during service, but within acceptable limits.",00:47:40,01:22:40,,,1472.92,1636.58
297,405,3,"Found minor wear and tear during service, but within acceptable limits.",02:54:47,03:07:24,,,2328.42,2587.13
298,192,4,Replaced consumables and tested system. Everything is operating normally.,02:04:27,02:28:05,,,3819.25,4243.61
299,28,1,Service completed. Adjusted specifications to optimal levels.,01:14:56,01:19:16,,,1292.99,1436.66
300,126,4,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:19:40,01:22:50,,,3937.47,4374.97
301,336,5,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:36:16,02:09:19,,,2685.55,2983.94
302,268,8,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:41:47,01:45:59,,,1021.46,1134.96
303,119,6,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:03:02,02:22:43,,,3107.12,3452.35
304,47,7,Performed standard service procedure as per manufacturer guidelines.,02:56:00,02:51:07,,,5434.63,6038.48
305,519,2,Replaced consumables and tested system. Everything is operating normally.,03:08:47,03:48:03,,,3062.71,3403.01
306,47,7,Service completed. Adjusted specifications to optimal levels.,03:06:20,03:43:07,,,3876.53,4307.26
307,425,3,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:52:14,01:44:24,,,762.26,846.96
308,48,3,"Found minor wear and tear during service, but within acceptable limits.",03:37:03,04:09:47,,,2220.02,2466.69
309,385,2,"Found minor wear and tear during service, but within acceptable limits.",02:27:14,03:04:37,,,2624.22,2915.80
310,258,6,Performed standard service procedure as per manufacturer guidelines.,01:04:58,01:49:13,,,1781.64,1979.60
311,62,1,Performed standard service procedure as per manufacturer guidelines.,00:44:19,01:21:33,,,4208.42,4676.02
312,6,5,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",00:43:46,00:56:30,,,1967.49,2186.10
313,495,3,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:25:27,01:24:30,,,3362.45,3736.05
314,362,7,Performed standard service procedure as per manufacturer guidelines.,03:45:47,03:37:13,,,2628.72,2920.80
315,494,1,"Found minor wear and tear during service, but within acceptable limits.",00:30:18,01:06:13,,,2421.23,2690.26
316,170,8,"Found minor wear and tear during service, but within acceptable limits.",00:37:49,01:15:34,,,5860.62,6511.80
317,327,1,"Found minor wear and tear during service, but within acceptable limits.",00:51:13,00:45:27,,,4197.11,4663.46
318,444,1,Performed standard service procedure as per manufacturer guidelines.,01:13:52,01:53:54,,,4480.30,4978.11
319,349,3,Performed standard service procedure as per manufacturer guidelines.,02:19:31,02:17:53,,,3141.40,3490.44
320,236,7,Performed standard service procedure as per manufacturer guidelines.,02:34:25,02:32:45,,,2403.83,2670.92
321,243,2,Replaced consumables and tested system. Everything is operating normally.,03:39:53,03:40:31,,,3647.43,4052.70
322,419,7,Service completed. Adjusted specifications to optimal levels.,01:56:22,01:44:36,,,2168.67,2409.63
323,296,4,Service completed. Adjusted specifications to optimal levels.,01:20:59,01:35:40,,,6579.93,7311.03
324,503,3,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:06:05,02:32:15,,,5737.70,6375.22
325,479,1,Replaced consumables and tested system. Everything is operating normally.,02:23:27,02:21:51,,,2016.41,2240.45
326,104,1,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:20:18,01:15:17,,,583.06,647.84
327,279,4,Service completed. Adjusted specifications to optimal levels.,03:45:22,03:53:24,,,1132.10,1257.89
328,261,3,Replaced consumables and tested system. Everything is operating normally.,03:19:38,03:50:38,,,5892.85,6547.61
329,234,4,"Found minor wear and tear during service, but within acceptable limits.",02:13:56,02:42:47,,,1638.68,1820.76
330,234,2,Service completed. Adjusted specifications to optimal levels.,02:54:37,02:40:11,,,5707.60,6341.78
331,397,4,Replaced consumables and tested system. Everything is operating normally.,03:25:00,03:38:18,,,1810.31,2011.45
332,263,1,Replaced consumables and tested system. Everything is operating normally.,02:26:43,03:06:29,,,5984.73,6649.70
333,110,3,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",03:03:14,03:46:05,,,3041.11,3379.01
334,114,8,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:07:12,02:15:35,,,5503.12,6114.58
335,514,2,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:18:33,01:15:03,,,6748.51,7498.34
336,8,2,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:58:44,02:16:29,,,7178.21,7975.79
337,256,1,Performed standard service procedure as per manufacturer guidelines.,01:59:48,02:08:09,,,2717.32,3019.24
338,258,4,Replaced consumables and tested system. Everything is operating normally.,00:40:05,01:09:41,,,2946.05,3273.39
339,163,3,"Found minor wear and tear during service, but within acceptable limits.",02:55:30,02:59:16,,,5832.77,6480.86
340,224,5,Service completed. Adjusted specifications to optimal levels.,02:54:09,03:03:12,,,5834.12,6482.36
341,45,2,Service completed. Adjusted specifications to optimal levels.,02:28:50,03:12:40,,,2225.49,2472.77
342,222,6,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,00:41:14,00:30:50,,,2061.31,2290.34
343,417,1,Service completed. Adjusted specifications to optimal levels.,02:10:57,02:25:02,,,2578.13,2864.59
344,248,4,Service completed. Adjusted specifications to optimal levels.,01:45:46,02:04:11,,,6327.59,7030.65
345,197,1,"Found minor wear and tear during service, but within acceptable limits.",03:19:13,03:48:37,,,6893.50,7659.44
346,102,4,"Found minor wear and tear during service, but within acceptable limits.",03:44:06,04:16:00,,,6036.18,6706.87
347,368,8,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:23:06,02:43:18,,,2045.65,2272.94
348,309,4,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",03:30:54,03:17:51,,,4282.77,4758.63
349,226,8,Replaced consumables and tested system. Everything is operating normally.,01:41:16,01:35:26,,,3501.04,3890.04
350,81,1,Replaced consumables and tested system. Everything is operating normally.,03:49:10,04:08:14,,,6159.35,6843.72
351,99,5,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:05:52,02:25:00,,,3276.29,3640.32
352,196,2,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:09:59,01:42:33,,,480.59,533.99
353,263,1,Service completed. Adjusted specifications to optimal levels.,01:55:33,02:32:35,,,6390.77,7100.86
354,442,5,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",00:58:22,00:48:09,,,496.37,551.52
355,339,7,Performed standard service procedure as per manufacturer guidelines.,02:22:19,02:52:22,,,1125.29,1250.32
356,201,8,"Found minor wear and tear during service, but within acceptable limits.",01:58:17,01:52:24,,,884.30,982.55
357,292,5,"Found minor wear and tear during service, but within acceptable limits.",01:19:48,01:23:54,,,4672.12,5191.24
358,28,6,Performed standard service procedure as per manufacturer guidelines.,01:38:10,02:03:56,,,1385.00,1538.89
359,483,5,"Found minor wear and tear during service, but within acceptable limits.",00:49:57,00:59:05,,,2906.45,3229.39
360,386,8,Replaced consumables and tested system. Everything is operating normally.,03:15:58,03:12:50,,,6180.02,6866.69
361,71,3,Service completed. Adjusted specifications to optimal levels.,03:34:34,04:16:05,,,6665.16,7405.73
362,221,3,Performed standard service procedure as per manufacturer guidelines.,02:47:05,02:49:04,,,6053.45,6726.05
363,180,1,Replaced consumables and tested system. Everything is operating normally.,02:19:55,02:56:09,,,3943.51,4381.68
364,241,6,"Found minor wear and tear during service, but within acceptable limits.",01:50:38,01:50:46,,,3474.20,3860.22
365,353,8,Performed standard service procedure as per manufacturer guidelines.,01:53:05,02:15:42,,,1077.43,1197.14
366,94,8,Service completed. Adjusted specifications to optimal levels.,00:35:33,01:14:27,,,1863.63,2070.70
367,337,2,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,00:36:49,00:50:40,,,2430.65,2700.72
368,188,6,Performed standard service procedure as per manufacturer guidelines.,01:16:39,01:42:47,,,4700.77,5223.08
369,504,8,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:07:25,01:29:16,,,5631.76,6257.51
370,39,4,Replaced consumables and tested system. Everything is operating normally.,03:20:22,03:33:33,,,6274.34,6971.49
371,384,1,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,00:33:51,00:58:12,,,3934.21,4371.34
372,17,4,Performed standard service procedure as per manufacturer guidelines.,00:36:11,01:15:27,,,6201.14,6890.16
373,124,1,Replaced consumables and tested system. Everything is operating normally.,01:40:36,02:19:00,,,5655.42,6283.80
374,376,6,Service completed. Adjusted specifications to optimal levels.,02:13:48,02:46:21,,,6950.39,7722.65
375,370,5,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:06:24,02:25:43,,,4098.47,4553.86
376,393,5,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",03:09:01,02:57:15,,,3007.75,3341.94
377,456,2,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:51:09,03:05:20,,,5826.10,6473.44
378,225,6,Replaced consumables and tested system. Everything is operating normally.,02:16:13,02:32:17,,,3258.00,3620.00
379,450,2,Service completed. Adjusted specifications to optimal levels.,02:42:03,02:55:54,,,850.15,944.61
380,464,8,Service completed. Adjusted specifications to optimal levels.,03:37:35,03:55:29,,,6503.91,7226.57
381,444,3,"Found minor wear and tear during service, but within acceptable limits.",03:05:05,03:11:46,,,4443.12,4936.80
382,441,2,"Found minor wear and tear during service, but within acceptable limits.",00:41:02,01:21:22,,,4781.87,5313.19
383,11,5,Service completed. Adjusted specifications to optimal levels.,00:47:06,01:18:40,,,6383.17,7092.41
384,168,8,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:17:18,02:45:03,,,4502.71,5003.01
385,346,4,Replaced consumables and tested system. Everything is operating normally.,02:58:38,03:43:11,,,6807.56,7563.95
386,231,2,Replaced consumables and tested system. Everything is operating normally.,01:11:14,01:02:55,,,6970.87,7745.41
387,75,3,Service completed. Adjusted specifications to optimal levels.,03:11:24,03:37:01,,,3132.67,3480.74
388,202,5,Performed standard service procedure as per manufacturer guidelines.,03:29:57,04:12:33,,,6986.16,7762.40
389,413,7,"Found minor wear and tear during service, but within acceptable limits.",01:06:16,01:32:57,,,4087.97,4542.19
390,171,6,Replaced consumables and tested system. Everything is operating normally.,02:16:47,02:46:04,,,4733.48,5259.42
391,77,3,Performed standard service procedure as per manufacturer guidelines.,00:34:21,01:12:01,,,2007.12,2230.13
392,336,2,"Found minor wear and tear during service, but within acceptable limits.",01:07:40,00:53:40,,,3652.55,4058.39
393,72,3,Performed standard service procedure as per manufacturer guidelines.,00:31:54,00:30:42,,,4936.35,5484.83
394,180,7,Performed standard service procedure as per manufacturer guidelines.,03:20:31,04:01:52,,,2488.01,2764.46
395,243,5,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:27:54,02:51:15,,,2958.00,3286.67
396,205,3,Service completed. Adjusted specifications to optimal levels.,01:54:52,02:22:17,,,6543.87,7270.97
397,79,8,Service completed. Adjusted specifications to optimal levels.,02:50:04,02:55:28,,,2525.15,2805.72
398,329,4,Replaced consumables and tested system. Everything is operating normally.,03:30:12,04:06:21,,,2992.37,3324.85
399,46,4,Replaced consumables and tested system. Everything is operating normally.,03:38:06,03:25:49,,,6997.85,7775.39
400,290,7,Replaced consumables and tested system. Everything is operating normally.,00:32:56,01:10:08,,,819.42,910.47
401,370,7,Replaced consumables and tested system. Everything is operating normally.,01:21:35,02:04:42,,,5759.89,6399.88
402,187,2,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:12:55,01:00:46,,,2476.98,2752.20
403,436,4,Performed standard service procedure as per manufacturer guidelines.,02:06:18,02:26:34,,,6907.70,7675.22
404,11,3,Replaced consumables and tested system. Everything is operating normally.,03:04:25,03:06:31,,,5362.05,5957.83
405,368,2,"Found minor wear and tear during service, but within acceptable limits.",01:04:26,01:17:59,,,2900.21,3222.46
406,118,6,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:53:05,01:58:59,,,2049.26,2276.95
457,165,8,"Found minor wear and tear during service, but within acceptable limits.",03:48:28,04:04:56,,,2092.30,2324.78
407,221,7,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",03:42:57,03:33:11,,,1512.86,1680.96
408,403,2,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:45:07,03:20:53,,,7157.65,7952.94
409,436,3,Replaced consumables and tested system. Everything is operating normally.,03:31:52,04:10:08,,,6110.26,6789.18
410,187,3,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,03:28:11,03:14:26,,,6935.82,7706.47
411,196,2,Performed standard service procedure as per manufacturer guidelines.,02:38:13,03:14:38,,,2484.84,2760.93
412,155,6,"Found minor wear and tear during service, but within acceptable limits.",03:40:24,03:56:34,,,2834.29,3149.21
413,299,2,Service completed. Adjusted specifications to optimal levels.,00:41:51,00:37:01,,,2582.30,2869.22
414,49,7,Replaced consumables and tested system. Everything is operating normally.,01:23:44,01:59:21,,,938.16,1042.40
415,14,7,Performed standard service procedure as per manufacturer guidelines.,02:45:15,02:42:42,,,6713.90,7459.89
416,280,4,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:24:10,02:44:17,,,6659.92,7399.91
417,201,3,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",03:05:08,03:17:13,,,4651.54,5168.38
418,199,5,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:36:40,01:40:22,,,1986.62,2207.35
419,65,6,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:41:56,03:19:47,,,867.00,963.33
420,117,1,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",03:17:00,03:34:16,,,6986.68,7762.98
421,319,5,Performed standard service procedure as per manufacturer guidelines.,00:38:36,00:55:32,,,3192.44,3547.16
422,36,8,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:38:34,01:32:40,,,5933.04,6592.27
423,236,7,Performed standard service procedure as per manufacturer guidelines.,03:25:17,03:24:44,,,7110.53,7900.59
424,5,6,Replaced consumables and tested system. Everything is operating normally.,00:48:06,01:01:49,,,4178.01,4642.23
425,124,4,Performed standard service procedure as per manufacturer guidelines.,01:57:13,02:14:02,,,6477.64,7197.38
426,74,7,Performed standard service procedure as per manufacturer guidelines.,01:08:22,01:29:46,,,5453.67,6059.63
427,292,4,"Found minor wear and tear during service, but within acceptable limits.",02:02:31,01:56:25,,,5880.93,6534.37
428,302,3,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:24:33,02:13:26,,,930.11,1033.46
429,473,6,Service completed. Adjusted specifications to optimal levels.,01:40:09,01:32:38,,,2550.47,2833.85
430,13,6,Performed standard service procedure as per manufacturer guidelines.,01:18:46,01:43:06,,,7096.49,7884.99
431,395,7,"Found minor wear and tear during service, but within acceptable limits.",01:09:24,01:10:45,,,5127.59,5697.32
432,337,1,Performed standard service procedure as per manufacturer guidelines.,02:56:09,03:00:25,,,6174.32,6860.36
433,499,8,Performed standard service procedure as per manufacturer guidelines.,02:54:22,03:13:19,,,4906.29,5451.43
434,510,5,Replaced consumables and tested system. Everything is operating normally.,01:59:44,02:30:28,,,5736.31,6373.68
435,397,7,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:55:28,02:54:59,,,540.59,600.66
436,62,1,Service completed. Adjusted specifications to optimal levels.,03:21:12,03:20:57,,,1193.31,1325.90
437,119,1,Replaced consumables and tested system. Everything is operating normally.,00:59:08,00:52:11,,,6770.65,7522.94
438,81,4,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:20:00,02:50:43,,,1146.15,1273.50
439,71,8,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:59:29,03:42:08,,,4260.42,4733.80
440,261,6,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:34:01,03:10:46,,,2754.65,3060.72
441,416,7,Service completed. Adjusted specifications to optimal levels.,02:37:45,03:22:44,,,6696.87,7440.97
442,266,1,"Found minor wear and tear during service, but within acceptable limits.",03:13:55,03:21:09,,,6942.30,7713.67
443,351,5,"Found minor wear and tear during service, but within acceptable limits.",03:17:30,03:03:06,,,1065.11,1183.46
444,383,4,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,00:42:09,01:00:10,,,4516.45,5018.28
445,485,2,Performed standard service procedure as per manufacturer guidelines.,02:43:17,02:51:33,,,4738.77,5265.30
446,257,6,Service completed. Adjusted specifications to optimal levels.,00:44:56,01:07:55,,,5260.75,5845.28
447,233,3,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:09:03,02:36:10,,,1523.87,1693.19
448,16,5,Performed standard service procedure as per manufacturer guidelines.,03:40:20,03:47:37,,,1735.88,1928.76
449,352,5,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:36:11,02:13:17,,,7177.98,7975.53
450,270,8,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:26:30,01:46:45,,,1517.91,1686.57
451,245,1,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",03:33:59,04:07:20,,,2062.31,2291.46
452,497,8,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:08:13,01:14:47,,,6595.61,7328.46
453,125,4,Performed standard service procedure as per manufacturer guidelines.,02:03:49,02:42:25,,,6826.53,7585.03
454,13,7,Performed standard service procedure as per manufacturer guidelines.,01:33:13,01:56:24,,,3341.18,3712.42
455,333,5,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",03:41:57,04:08:10,,,5821.21,6468.01
456,155,6,Performed standard service procedure as per manufacturer guidelines.,00:47:56,00:50:21,,,3810.90,4234.33
458,187,5,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:50:45,03:22:04,,,4910.08,5455.64
459,405,7,Performed standard service procedure as per manufacturer guidelines.,01:15:59,01:58:33,,,862.04,957.82
460,198,1,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",00:34:49,01:11:12,,,6735.25,7483.61
461,509,6,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:45:01,02:12:46,,,6633.06,7370.07
462,204,7,Performed standard service procedure as per manufacturer guidelines.,01:59:06,02:08:36,,,1358.92,1509.91
463,63,4,"Found minor wear and tear during service, but within acceptable limits.",03:21:29,03:37:08,,,4555.48,5061.64
464,59,8,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:37:56,02:24:50,,,2416.73,2685.25
465,406,4,"Found minor wear and tear during service, but within acceptable limits.",00:37:24,00:32:05,,,2832.40,3147.11
466,137,3,Service completed. Adjusted specifications to optimal levels.,01:47:45,01:55:49,,,1457.66,1619.62
467,469,4,Performed standard service procedure as per manufacturer guidelines.,00:36:02,01:12:50,,,3432.17,3813.52
468,50,5,Service completed. Adjusted specifications to optimal levels.,00:53:53,01:28:22,,,5932.80,6592.00
469,104,7,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,00:30:37,01:10:55,,,3408.60,3787.33
470,254,1,Performed standard service procedure as per manufacturer guidelines.,01:42:27,01:59:09,,,4564.13,5071.25
471,195,1,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:26:36,02:45:32,,,4136.83,4596.48
472,498,1,"Found minor wear and tear during service, but within acceptable limits.",03:13:56,03:38:42,,,2384.30,2649.22
473,352,6,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",03:08:35,03:24:51,,,6811.95,7568.83
474,108,1,Service completed. Adjusted specifications to optimal levels.,00:48:26,01:16:49,,,924.84,1027.60
475,478,1,"Found minor wear and tear during service, but within acceptable limits.",00:38:30,00:55:26,,,2006.02,2228.91
476,199,2,Performed standard service procedure as per manufacturer guidelines.,00:46:13,01:09:59,,,4702.31,5224.79
477,187,8,Service completed. Adjusted specifications to optimal levels.,01:12:24,01:37:39,,,6317.06,7018.96
478,204,4,Service completed. Adjusted specifications to optimal levels.,01:06:39,01:22:45,,,3769.26,4188.07
479,266,7,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",03:14:48,03:30:50,,,6721.79,7468.65
480,224,7,Performed standard service procedure as per manufacturer guidelines.,03:15:03,03:17:33,,,2995.43,3328.26
481,37,1,Replaced consumables and tested system. Everything is operating normally.,00:44:57,00:46:49,,,6490.09,7211.21
482,424,4,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:18:50,01:05:47,,,6276.30,6973.67
483,244,4,Service completed. Adjusted specifications to optimal levels.,03:38:43,03:38:30,,,5684.80,6316.44
484,56,4,Replaced consumables and tested system. Everything is operating normally.,03:47:00,04:12:56,,,2410.89,2678.77
485,324,1,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:54:11,02:42:21,,,3403.47,3781.63
486,450,7,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,03:26:15,03:35:53,,,1197.50,1330.55
487,448,4,Performed standard service procedure as per manufacturer guidelines.,02:55:32,03:14:37,,,741.47,823.85
488,374,6,"Found minor wear and tear during service, but within acceptable limits.",02:13:10,01:59:08,,,547.47,608.30
489,300,6,Replaced consumables and tested system. Everything is operating normally.,01:43:48,01:32:33,,,7071.04,7856.71
490,29,4,Replaced consumables and tested system. Everything is operating normally.,03:18:43,03:45:20,,,760.46,844.95
491,408,8,Replaced consumables and tested system. Everything is operating normally.,00:44:40,00:59:43,,,1214.41,1349.34
492,183,2,Performed standard service procedure as per manufacturer guidelines.,02:54:58,03:00:10,,,2371.79,2635.32
493,461,4,"Found minor wear and tear during service, but within acceptable limits.",00:36:21,01:09:52,,,2392.49,2658.32
494,482,1,Service completed. Adjusted specifications to optimal levels.,01:12:12,01:04:32,,,2572.08,2857.87
495,292,3,Service completed. Adjusted specifications to optimal levels.,00:44:22,00:32:17,,,4841.80,5379.78
496,113,1,Service completed. Adjusted specifications to optimal levels.,01:12:02,01:24:32,,,1523.63,1692.92
497,204,3,"Found minor wear and tear during service, but within acceptable limits.",03:47:50,04:11:24,,,1328.97,1476.63
498,490,6,"Found minor wear and tear during service, but within acceptable limits.",01:22:06,01:29:30,,,5981.58,6646.20
499,64,6,"Found minor wear and tear during service, but within acceptable limits.",03:42:15,04:24:27,,,2442.25,2713.61
500,224,2,"Found minor wear and tear during service, but within acceptable limits.",01:26:01,01:58:38,,,6104.39,6782.65
501,521,5,Windshield wiper blades replaced; washer fluid topped up.,00:33:25,00:33:32,0.42,0.35,924.77,859.07
502,522,5,Cabin air filter replaced; A/C evaporator spray applied.,00:25:24,00:37:14,0.37,0.80,1070.34,660.22
503,523,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:28:20,00:40:19,0.29,1.16,1084.11,626.18
504,524,5,Engine bay wash and basic undercarriage inspection.,00:27:40,00:22:13,0.97,0.52,284.40,1198.02
505,525,5,Battery terminals cleaned and coated; voltage test passed.,00:25:18,00:35:18,0.66,0.37,413.48,1499.94
506,526,5,Tire rotation performed; all four corners swapped per pattern.,00:35:37,00:36:46,0.78,0.78,702.92,375.01
507,527,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:28:57,00:26:49,0.62,1.05,1162.83,991.06
508,528,5,Tire rotation performed; all four corners swapped per pattern.,00:29:33,00:59:27,0.30,0.78,788.01,925.71
509,529,5,Windshield wiper blades replaced; washer fluid topped up.,00:16:00,00:37:05,0.59,0.70,1172.71,981.56
510,530,5,"All fluid levels checked and topped up: coolant, brake, power steering.",00:15:25,00:40:23,0.35,0.53,844.25,1307.87
511,531,5,Cabin air filter replaced; A/C evaporator spray applied.,00:17:52,00:55:57,0.85,1.05,983.96,660.44
512,532,5,Windshield wiper blades replaced; washer fluid topped up.,00:31:55,00:46:56,0.30,1.05,401.95,1407.66
