id,session_id,sender,message_text,sent_at
281,142,employee,"Vehicle is throwing code P0300, what are the top three causes?",2025-10-16 12:47:40.293298
282,92,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2025-10-05 08:58:29.293298
283,30,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2026-06-28 10:29:28.293298
284,219,employee,Does the OEM part number fit this specific trim variant?,2026-04-16 21:34:29.293298
285,120,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2026-06-04 07:04:51.293298
286,296,employee,"Vehicle is throwing code P0300, what are the top three causes?",2026-01-06 22:08:14.293298
287,206,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2026-04-26 06:38:39.293298
288,139,employee,"Vehicle is throwing code P0300, what are the top three causes?",2026-07-02 10:52:15.293298
289,106,employee,"Vehicle is throwing code P0300, what are the top three causes?",2025-08-15 11:54:56.293298
290,98,employee,Show me the wiring diagram for the alternator and main relay.,2026-06-04 20:13:48.293298
291,201,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2026-08-03 01:22:45.293298
292,47,employee,Show me the wiring diagram for the alternator and main relay.,2026-06-29 01:10:16.293298
293,213,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2026-07-09 11:37:03.293298
294,8,employee,Does the OEM part number fit this specific trim variant?,2026-02-18 06:29:54.293298
295,142,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2025-10-16 12:49:32.293298
296,69,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2026-03-27 21:32:15.293298
297,17,employee,What is the torque spec for the cylinder head bolts?,2026-05-01 17:18:15.293298
298,200,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2025-11-01 09:01:19.293298
299,277,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2026-02-26 08:44:13.293298
300,176,employee,Show me the wiring diagram for the alternator and main relay.,2026-01-18 00:32:32.293298
301,188,bot,"Yes, based on the vehicle catalog, that part is a direct fit.",2026-06-29 23:45:22.293298
302,218,employee,What is the torque spec for the cylinder head bolts?,2025-10-14 14:13:11.293298
303,283,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2025-10-27 15:49:51.293298
304,190,employee,What is the torque spec for the cylinder head bolts?,2026-03-26 12:29:23.293298
305,278,bot,Pulling up the diagram... I recommend checking the main ground strap first.,2026-06-20 05:17:41.293298
306,91,employee,"Vehicle is throwing code P0300, what are the top three causes?",2026-05-17 05:16:45.293298
307,56,employee,Does the OEM part number fit this specific trim variant?,2025-10-24 05:41:57.293298
308,67,employee,Does the OEM part number fit this specific trim variant?,2025-09-04 23:55:10.293298
309,233,employee,Show me the wiring diagram for the alternator and main relay.,2025-11-04 23:20:33.293298
310,103,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2026-07-28 05:33:25.293298
311,121,bot,Pulling up the diagram... I recommend checking the main ground strap first.,2026-06-12 10:14:16.293298
312,278,bot,"Yes, based on the vehicle catalog, that part is a direct fit.",2026-06-20 05:28:11.293298
313,129,employee,Show me the wiring diagram for the alternator and main relay.,2026-06-13 22:46:24.293298
314,52,bot,"Yes, based on the vehicle catalog, that part is a direct fit.",2025-08-30 14:40:11.293298
315,190,employee,Show me the wiring diagram for the alternator and main relay.,2026-03-26 12:25:09.293298
316,4,bot,Pulling up the diagram... I recommend checking the main ground strap first.,2026-05-01 16:31:41.293298
317,284,employee,"Vehicle is throwing code P0300, what are the top three causes?",2025-11-07 10:05:46.293298
318,284,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2025-11-07 10:38:37.293298
319,230,employee,Show me the wiring diagram for the alternator and main relay.,2026-02-09 05:02:53.293298
320,92,bot,"Yes, based on the vehicle catalog, that part is a direct fit.",2025-10-05 08:59:00.293298
321,260,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2026-04-30 03:00:35.293298
322,98,employee,How much transmission fluid is required for a complete flush on this model?,2026-06-04 19:30:36.293298
323,163,employee,"Vehicle is throwing code P0300, what are the top three causes?",2026-05-22 23:08:00.293298
324,166,employee,What is the torque spec for the cylinder head bolts?,2025-10-25 13:03:00.293298
325,272,bot,"Yes, based on the vehicle catalog, that part is a direct fit.",2026-03-02 02:38:26.293298
326,160,employee,How much transmission fluid is required for a complete flush on this model?,2025-10-03 01:45:24.293298
327,187,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2026-01-26 00:24:21.293298
328,191,employee,What is the torque spec for the cylinder head bolts?,2026-07-12 17:26:18.293298
329,252,employee,Does the OEM part number fit this specific trim variant?,2025-08-11 08:27:17.293298
330,199,employee,Does the OEM part number fit this specific trim variant?,2026-04-09 16:52:51.293298
331,229,employee,How much transmission fluid is required for a complete flush on this model?,2026-03-05 13:28:41.293298
332,212,employee,How much transmission fluid is required for a complete flush on this model?,2026-01-11 06:39:03.293298
333,217,employee,How much transmission fluid is required for a complete flush on this model?,2026-05-08 07:21:26.293298
334,166,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2025-10-25 13:18:53.293298
335,33,employee,Show me the wiring diagram for the alternator and main relay.,2025-08-12 16:34:11.293298
336,28,employee,Does the OEM part number fit this specific trim variant?,2026-06-06 15:51:29.293298
337,28,employee,What is the torque spec for the cylinder head bolts?,2026-06-06 15:59:40.293298
338,79,bot,Pulling up the diagram... I recommend checking the main ground strap first.,2026-06-10 06:38:18.293298
339,122,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2026-04-25 03:58:28.293298
340,110,employee,Does the OEM part number fit this specific trim variant?,2025-11-25 23:35:35.293298
341,180,employee,"Vehicle is throwing code P0300, what are the top three causes?",2026-05-13 08:03:56.293298
342,243,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2025-08-30 10:32:14.293298
343,73,employee,"Vehicle is throwing code P0300, what are the top three causes?",2025-09-06 11:47:28.293298
344,124,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2025-10-23 20:44:54.293298
345,286,employee,How much transmission fluid is required for a complete flush on this model?,2025-10-27 12:40:10.293298
346,198,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2026-04-24 18:33:16.293298
347,76,employee,"Vehicle is throwing code P0300, what are the top three causes?",2025-08-22 16:36:58.293298
348,246,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2025-09-27 16:04:09.293298
349,76,employee,How much transmission fluid is required for a complete flush on this model?,2025-08-22 16:11:31.293298
350,124,employee,Does the OEM part number fit this specific trim variant?,2025-10-23 21:04:30.293298
351,233,employee,"Vehicle is throwing code P0300, what are the top three causes?",2025-11-04 23:42:06.293298
352,269,employee,How much transmission fluid is required for a complete flush on this model?,2025-08-29 10:56:08.293298
353,167,employee,How much transmission fluid is required for a complete flush on this model?,2026-04-13 12:53:21.293298
354,72,employee,How much transmission fluid is required for a complete flush on this model?,2026-05-21 23:44:55.293298
355,114,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2026-04-02 07:33:48.293298
356,56,employee,Show me the wiring diagram for the alternator and main relay.,2025-10-24 05:51:02.293298
357,42,employee,Show me the wiring diagram for the alternator and main relay.,2026-06-23 01:20:34.293298
358,142,employee,Does the OEM part number fit this specific trim variant?,2025-10-16 12:26:08.293298
359,238,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2026-07-18 12:04:27.293298
360,47,employee,Show me the wiring diagram for the alternator and main relay.,2026-06-29 01:19:22.293298
361,79,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2026-06-10 06:34:00.293298
362,278,employee,"Vehicle is throwing code P0300, what are the top three causes?",2026-06-20 04:41:11.293298
363,229,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2026-03-05 13:50:24.293298
364,20,bot,Pulling up the diagram... I recommend checking the main ground strap first.,2025-10-10 13:23:01.293298
365,138,employee,Does the OEM part number fit this specific trim variant?,2026-02-22 14:24:54.293298
366,127,employee,How much transmission fluid is required for a complete flush on this model?,2025-08-15 22:34:50.293298
367,119,employee,Does the OEM part number fit this specific trim variant?,2026-06-03 23:50:18.293298
368,32,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2025-11-29 19:04:25.293298
369,284,employee,Show me the wiring diagram for the alternator and main relay.,2025-11-07 10:41:00.293298
370,178,bot,Pulling up the diagram... I recommend checking the main ground strap first.,2026-02-04 09:59:06.293298
371,43,bot,Pulling up the diagram... I recommend checking the main ground strap first.,2026-03-29 19:44:07.293298
372,5,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2025-11-13 22:14:10.293298
373,76,employee,Show me the wiring diagram for the alternator and main relay.,2025-08-22 16:49:39.293298
374,205,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2025-10-20 19:33:14.293298
375,26,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2026-02-01 07:29:17.293298
376,23,bot,"Yes, based on the vehicle catalog, that part is a direct fit.",2026-04-28 20:55:22.293298
377,290,employee,How much transmission fluid is required for a complete flush on this model?,2026-06-23 10:59:23.293298
378,74,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2026-02-23 01:50:40.293298
379,270,employee,What is the torque spec for the cylinder head bolts?,2026-03-24 13:08:54.293298
380,118,employee,Show me the wiring diagram for the alternator and main relay.,2026-01-28 21:29:16.293298
381,264,employee,How much transmission fluid is required for a complete flush on this model?,2026-03-17 03:45:19.293298
382,84,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2026-02-11 23:50:08.293298
383,63,employee,Does the OEM part number fit this specific trim variant?,2026-04-21 14:51:35.293298
384,97,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2025-09-14 08:11:26.293298
385,123,bot,"Yes, based on the vehicle catalog, that part is a direct fit.",2025-08-16 00:19:09.293298
386,298,employee,"Vehicle is throwing code P0300, what are the top three causes?",2026-02-14 19:42:40.293298
387,199,employee,What is the torque spec for the cylinder head bolts?,2026-04-09 17:14:55.293298
388,11,employee,Show me the wiring diagram for the alternator and main relay.,2025-09-02 17:44:52.293298
389,228,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2026-06-06 14:52:01.293298
390,216,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2026-03-30 00:02:22.293298
391,194,employee,Does the OEM part number fit this specific trim variant?,2026-01-24 23:15:12.293298
392,158,employee,Does the OEM part number fit this specific trim variant?,2025-11-16 02:40:13.293298
393,101,bot,Pulling up the diagram... I recommend checking the main ground strap first.,2026-05-15 06:34:05.293298
394,54,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2025-09-04 02:25:31.293298
395,239,bot,Pulling up the diagram... I recommend checking the main ground strap first.,2026-02-09 03:32:02.293298
396,116,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2026-07-25 10:53:40.293298
397,15,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2026-07-29 17:37:16.293298
398,227,employee,What is the torque spec for the cylinder head bolts?,2025-08-25 01:40:36.293298
399,97,employee,Show me the wiring diagram for the alternator and main relay.,2025-09-14 08:57:00.293298
400,83,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2025-08-22 15:50:18.293298
401,110,employee,Does the OEM part number fit this specific trim variant?,2025-11-25 22:42:45.293298
402,291,employee,"Vehicle is throwing code P0300, what are the top three causes?",2025-11-16 16:22:23.293298
403,123,employee,What is the torque spec for the cylinder head bolts?,2025-08-15 23:53:22.293298
404,94,employee,Does the OEM part number fit this specific trim variant?,2026-04-19 13:36:57.293298
405,179,employee,"Vehicle is throwing code P0300, what are the top three causes?",2025-10-26 15:58:37.293298
406,235,employee,Does the OEM part number fit this specific trim variant?,2026-05-25 05:47:10.293298
407,291,employee,Show me the wiring diagram for the alternator and main relay.,2025-11-16 17:07:23.293298
408,201,employee,"Vehicle is throwing code P0300, what are the top three causes?",2026-08-03 00:34:46.293298
409,36,employee,What is the torque spec for the cylinder head bolts?,2026-05-02 18:14:19.293298
410,293,employee,How much transmission fluid is required for a complete flush on this model?,2026-07-17 23:52:22.293298
411,130,employee,Show me the wiring diagram for the alternator and main relay.,2025-11-30 01:14:33.293298
412,107,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2025-08-07 02:12:16.293298
413,152,bot,Pulling up the diagram... I recommend checking the main ground strap first.,2026-01-27 09:33:04.293298
414,284,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2025-11-07 09:53:16.293298
415,266,employee,Show me the wiring diagram for the alternator and main relay.,2026-01-20 22:06:22.293298
416,33,employee,What is the torque spec for the cylinder head bolts?,2025-08-12 16:03:16.293298
417,279,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2026-05-17 03:19:32.293298
418,41,employee,Show me the wiring diagram for the alternator and main relay.,2026-03-12 17:41:36.293298
419,203,bot,"Yes, based on the vehicle catalog, that part is a direct fit.",2026-02-21 21:59:31.293298
420,82,employee,How much transmission fluid is required for a complete flush on this model?,2026-06-02 07:44:14.293298
421,50,employee,Does the OEM part number fit this specific trim variant?,2026-02-25 09:24:48.293298
422,248,employee,"Vehicle is throwing code P0300, what are the top three causes?",2025-08-23 14:23:02.293298
423,267,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2025-10-19 21:19:31.293298
424,99,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2025-11-27 11:22:25.293298
425,293,employee,"Vehicle is throwing code P0300, what are the top three causes?",2026-07-18 00:02:51.293298
426,72,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2026-05-21 23:29:00.293298
427,80,employee,Does the OEM part number fit this specific trim variant?,2026-03-14 01:47:01.293298
428,186,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2025-11-05 13:03:42.293298
429,59,bot,"Yes, based on the vehicle catalog, that part is a direct fit.",2025-09-01 20:39:27.293298
430,179,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2025-10-26 16:06:10.293298
431,274,employee,Does the OEM part number fit this specific trim variant?,2025-12-18 23:51:44.293298
432,62,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2025-09-11 07:51:07.293298
433,122,employee,"Vehicle is throwing code P0300, what are the top three causes?",2026-04-25 04:31:53.293298
434,53,employee,What is the torque spec for the cylinder head bolts?,2025-08-25 20:00:27.293298
435,192,bot,"Yes, based on the vehicle catalog, that part is a direct fit.",2025-12-10 14:33:13.293298
436,2,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2025-11-25 05:41:08.293298
437,62,employee,Show me the wiring diagram for the alternator and main relay.,2025-09-11 07:40:15.293298
438,163,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2026-05-22 23:31:01.293298
439,58,bot,"Yes, based on the vehicle catalog, that part is a direct fit.",2026-06-20 09:11:39.293298
440,138,bot,Pulling up the diagram... I recommend checking the main ground strap first.,2026-02-22 13:59:08.293298
441,39,employee,"Vehicle is throwing code P0300, what are the top three causes?",2026-07-02 01:07:56.293298
442,235,bot,Pulling up the diagram... I recommend checking the main ground strap first.,2026-05-25 05:05:30.293298
443,80,bot,Pulling up the diagram... I recommend checking the main ground strap first.,2026-03-14 01:26:44.293298
444,105,employee,How much transmission fluid is required for a complete flush on this model?,2026-05-29 02:45:25.293298
445,193,employee,"Vehicle is throwing code P0300, what are the top three causes?",2026-05-26 09:02:16.293298
446,238,employee,How much transmission fluid is required for a complete flush on this model?,2026-07-18 12:45:15.293298
447,160,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2025-10-03 02:11:43.293298
448,125,bot,Pulling up the diagram... I recommend checking the main ground strap first.,2025-10-07 06:53:34.293298
449,11,bot,Pulling up the diagram... I recommend checking the main ground strap first.,2025-09-02 17:45:59.293298
450,277,employee,How much transmission fluid is required for a complete flush on this model?,2026-02-26 09:07:52.293298
451,84,employee,Show me the wiring diagram for the alternator and main relay.,2026-02-11 23:37:57.293298
452,252,employee,Does the OEM part number fit this specific trim variant?,2025-08-11 08:38:40.293298
453,248,employee,How much transmission fluid is required for a complete flush on this model?,2025-08-23 14:51:24.293298
454,294,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2025-10-02 07:48:56.293298
455,154,employee,How much transmission fluid is required for a complete flush on this model?,2026-03-24 20:27:27.293298
456,262,employee,Show me the wiring diagram for the alternator and main relay.,2026-01-21 01:25:24.293298
457,268,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2026-01-27 03:23:55.293298
458,258,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2026-06-19 22:27:36.293298
459,62,employee,"Vehicle is throwing code P0300, what are the top three causes?",2025-09-11 07:59:23.293298
460,121,employee,Does the OEM part number fit this specific trim variant?,2026-06-12 10:03:30.293298
461,267,employee,Show me the wiring diagram for the alternator and main relay.,2025-10-19 20:58:29.293298
462,99,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2025-11-27 10:50:40.293298
463,255,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2026-05-05 21:42:52.293298
464,115,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2025-10-03 23:45:17.293298
465,161,bot,"Yes, based on the vehicle catalog, that part is a direct fit.",2025-09-27 09:36:52.293298
466,80,employee,Does the OEM part number fit this specific trim variant?,2026-03-14 02:03:30.293298
467,280,bot,"Yes, based on the vehicle catalog, that part is a direct fit.",2026-01-31 06:17:28.293298
468,58,employee,Show me the wiring diagram for the alternator and main relay.,2026-06-20 08:46:33.293298
469,14,employee,"Vehicle is throwing code P0300, what are the top three causes?",2025-10-25 02:55:49.293298
470,192,employee,How much transmission fluid is required for a complete flush on this model?,2025-12-10 14:14:17.293298
471,284,bot,Pulling up the diagram... I recommend checking the main ground strap first.,2025-11-07 10:33:18.293298
472,189,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2026-01-15 12:55:18.293298
473,292,employee,"Vehicle is throwing code P0300, what are the top three causes?",2026-06-01 19:34:57.293298
474,272,employee,Does the OEM part number fit this specific trim variant?,2026-03-02 02:37:17.293298
475,270,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2026-03-24 13:03:07.293298
476,148,employee,What is the torque spec for the cylinder head bolts?,2026-06-11 02:37:05.293298
477,168,employee,What is the torque spec for the cylinder head bolts?,2026-07-02 20:51:15.293298
478,165,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2026-03-20 01:14:51.293298
479,166,bot,Pulling up the diagram... I recommend checking the main ground strap first.,2025-10-25 13:31:02.293298
480,292,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2026-06-01 20:15:57.293298
481,283,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2025-10-27 15:16:31.293298
482,277,employee,"Vehicle is throwing code P0300, what are the top three causes?",2026-02-26 08:36:11.293298
483,50,employee,Does the OEM part number fit this specific trim variant?,2026-02-25 09:16:59.293298
484,277,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2026-02-26 08:58:24.293298
485,259,employee,Does the OEM part number fit this specific trim variant?,2025-12-13 01:57:51.293298
486,186,employee,Show me the wiring diagram for the alternator and main relay.,2025-11-05 13:30:15.293298
487,231,employee,"Vehicle is throwing code P0300, what are the top three causes?",2026-06-07 19:41:14.293298
488,202,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2026-02-03 01:22:52.293298
489,218,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2025-10-14 13:55:51.293298
490,42,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2026-06-23 01:54:55.293298
491,217,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2026-05-08 07:54:03.293298
492,232,employee,Show me the wiring diagram for the alternator and main relay.,2026-01-04 09:23:08.293298
493,284,bot,"Yes, based on the vehicle catalog, that part is a direct fit.",2025-11-07 10:48:48.293298
494,299,bot,"Yes, based on the vehicle catalog, that part is a direct fit.",2025-11-22 08:28:42.293298
495,50,employee,What is the torque spec for the cylinder head bolts?,2026-02-25 09:10:09.293298
496,155,employee,"Vehicle is throwing code P0300, what are the top three causes?",2026-07-05 23:38:12.293298
497,248,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2025-08-23 14:51:11.293298
498,238,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2026-07-18 12:32:46.293298
499,127,employee,Show me the wiring diagram for the alternator and main relay.,2025-08-15 22:30:50.293298
500,218,employee,How much transmission fluid is required for a complete flush on this model?,2025-10-14 14:14:59.293298
501,291,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2025-11-16 16:25:11.293298
502,69,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2026-03-27 21:40:40.293298
503,294,employee,How much transmission fluid is required for a complete flush on this model?,2025-10-02 08:09:08.293298
504,72,employee,"Vehicle is throwing code P0300, what are the top three causes?",2026-05-21 23:41:30.293298
505,222,employee,Does the OEM part number fit this specific trim variant?,2026-06-01 15:49:52.293298
506,133,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2025-08-09 11:15:45.293298
507,85,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2025-11-03 12:37:03.293298
508,225,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2026-05-24 04:05:00.293298
509,223,employee,Does the OEM part number fit this specific trim variant?,2026-06-01 12:52:29.293298
510,295,employee,"Vehicle is throwing code P0300, what are the top three causes?",2025-09-05 04:44:11.293298
511,77,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2026-01-01 09:46:52.293298
512,270,bot,"Yes, based on the vehicle catalog, that part is a direct fit.",2026-03-24 13:48:47.293298
513,274,bot,"Yes, based on the vehicle catalog, that part is a direct fit.",2025-12-18 23:38:17.293298
514,253,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2026-01-08 09:17:14.293298
515,105,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2026-05-29 03:41:03.293298
516,126,employee,Does the OEM part number fit this specific trim variant?,2026-05-16 21:17:55.293298
517,194,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2026-01-24 23:08:06.293298
518,182,employee,Show me the wiring diagram for the alternator and main relay.,2025-11-14 16:30:30.293298
519,30,employee,How much transmission fluid is required for a complete flush on this model?,2026-06-28 09:53:20.293298
520,271,employee,What is the torque spec for the cylinder head bolts?,2025-11-27 16:42:18.293298
521,240,employee,What is the torque spec for the cylinder head bolts?,2026-06-08 02:18:37.293298
522,248,employee,How much transmission fluid is required for a complete flush on this model?,2025-08-23 14:17:11.293298
523,95,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2026-06-30 19:06:36.293298
524,40,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2026-04-15 09:24:23.293298
525,218,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2025-10-14 13:54:33.293298
526,269,employee,"Vehicle is throwing code P0300, what are the top three causes?",2025-08-29 10:25:35.293298
527,274,bot,Pulling up the diagram... I recommend checking the main ground strap first.,2025-12-18 23:38:41.293298
528,258,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2026-06-19 22:10:15.293298
529,118,employee,"Vehicle is throwing code P0300, what are the top three causes?",2026-01-28 22:06:46.293298
530,146,bot,"Yes, based on the vehicle catalog, that part is a direct fit.",2026-05-15 22:09:30.293298
531,29,employee,How much transmission fluid is required for a complete flush on this model?,2026-03-18 07:49:43.293298
532,90,employee,How much transmission fluid is required for a complete flush on this model?,2025-11-30 11:47:57.293298
533,138,employee,How much transmission fluid is required for a complete flush on this model?,2026-02-22 14:40:13.293298
534,8,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2026-02-18 05:48:34.293298
535,215,employee,How much transmission fluid is required for a complete flush on this model?,2026-04-04 07:59:05.293298
536,124,employee,How much transmission fluid is required for a complete flush on this model?,2025-10-23 21:01:32.293298
537,297,employee,Does the OEM part number fit this specific trim variant?,2025-09-02 00:32:05.293298
538,136,employee,"Vehicle is throwing code P0300, what are the top three causes?",2025-11-12 20:13:20.293298
539,60,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2026-05-16 09:26:50.293298
540,12,bot,Pulling up the diagram... I recommend checking the main ground strap first.,2026-01-02 07:15:43.293298
541,181,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2026-01-01 16:07:52.293298
542,264,bot,"Yes, based on the vehicle catalog, that part is a direct fit.",2026-03-17 03:59:45.293298
543,177,employee,How much transmission fluid is required for a complete flush on this model?,2025-12-20 07:59:52.293298
544,10,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2025-11-06 20:32:04.293298
545,64,employee,What is the torque spec for the cylinder head bolts?,2026-04-27 11:20:58.293298
546,19,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2026-07-18 09:35:13.293298
547,299,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2025-11-22 08:10:25.293298
548,125,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2025-10-07 06:30:27.293298
549,206,employee,What is the torque spec for the cylinder head bolts?,2026-04-26 05:58:01.293298
550,67,employee,How much transmission fluid is required for a complete flush on this model?,2025-09-04 23:41:52.293298
551,236,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2026-04-06 02:19:40.293298
552,242,employee,What is the torque spec for the cylinder head bolts?,2026-04-05 21:36:54.293298
553,195,bot,"P0300 indicates a random misfire. Start by inspecting spark plugs, ignition coils, and fuel pressure.",2025-10-12 16:37:03.293298
554,139,employee,Show me the wiring diagram for the alternator and main relay.,2026-07-02 10:16:51.293298
555,24,bot,"The recommended torque is 35 Nm, followed by a 90-degree turn.",2026-05-18 16:01:00.293298
556,281,bot,"The capacity is 4.5 liters for a standard drain/fill, or 8.0 liters for a dry fill/flush.",2026-04-06 13:36:04.293298
557,25,bot,Pulling up the diagram... I recommend checking the main ground strap first.,2026-07-16 20:25:05.293298
