id,job_order_id,coverage_description,start_date,expiration_date,status
327,111,90-day warranty on replaced suspension components.,2026-05-18,2026-06-17,expired
328,488,90-day warranty on replaced suspension components.,2025-11-24,2026-05-23,expired
329,128,1-year warranty on all installed electrical parts and wiring.,2026-01-19,2026-07-18,expired
330,345,30-day limited warranty on workmanship and minor adjustments.,2025-08-10,2025-11-08,expired
331,130,30-day limited warranty on workmanship and minor adjustments.,2026-03-09,2026-06-07,expired
332,475,1-year comprehensive warranty on engine overhaul labor and parts.,2026-07-07,2026-08-06,claimed
333,340,6-month warranty on air conditioning compressor and freon leaks.,2026-05-26,2027-05-26,active
334,286,1-year comprehensive warranty on engine overhaul labor and parts.,2026-03-15,2026-09-11,active
335,70,30-day limited warranty on workmanship and minor adjustments.,2026-03-24,2027-03-24,active
336,429,90-day warranty on replaced suspension components.,2026-04-05,2027-04-05,active
337,500,6-month warranty on air conditioning compressor and freon leaks.,2026-03-09,2027-03-09,active
338,215,1-year warranty on all installed electrical parts and wiring.,2025-12-22,2026-01-21,expired
339,161,90-day warranty on replaced suspension components.,2026-01-29,2026-04-29,voided
340,428,1-year warranty on all installed electrical parts and wiring.,2025-08-07,2026-02-03,expired
341,277,1-year warranty on all installed electrical parts and wiring.,2026-05-26,2026-08-24,nearing_expiration
342,121,30-day limited warranty on workmanship and minor adjustments.,2025-08-13,2026-08-13,nearing_expiration
343,513,6-month warranty on air conditioning compressor and freon leaks.,2026-06-27,2026-07-27,expired
344,342,6-month warranty on air conditioning compressor and freon leaks.,2025-11-25,2026-11-25,active
345,379,90-day warranty on replaced suspension components.,2026-01-01,2027-01-01,active
346,64,6-month warranty on air conditioning compressor and freon leaks.,2026-05-09,2027-05-09,claimed
347,370,30-day limited warranty on workmanship and minor adjustments.,2025-08-17,2025-09-16,expired
348,56,1-year warranty on all installed electrical parts and wiring.,2026-03-01,2026-08-28,nearing_expiration
349,34,90-day warranty on replaced suspension components.,2026-08-03,2026-09-02,voided
350,486,90-day warranty on replaced suspension components.,2025-12-14,2026-01-13,voided
351,202,1-year warranty on all installed electrical parts and wiring.,2025-12-11,2026-01-10,expired
352,375,90-day warranty on replaced suspension components.,2026-04-02,2027-04-02,active
353,161,1-year comprehensive warranty on engine overhaul labor and parts.,2026-01-29,2026-02-28,expired
354,390,1-year comprehensive warranty on engine overhaul labor and parts.,2026-06-28,2027-06-28,active
355,26,90-day warranty on replaced suspension components.,2025-08-21,2026-08-21,claimed
356,334,90-day warranty on replaced suspension components.,2026-07-03,2026-12-30,active
357,317,1-year comprehensive warranty on engine overhaul labor and parts.,2025-12-31,2026-06-29,expired
358,427,1-year warranty on all installed electrical parts and wiring.,2026-01-14,2026-02-13,expired
359,354,1-year warranty on all installed electrical parts and wiring.,2025-08-05,2025-11-03,expired
361,77,30-day limited warranty on workmanship and minor adjustments.,2026-02-08,2027-02-08,active
362,483,1-year warranty on all installed electrical parts and wiring.,2026-02-04,2026-05-05,expired
363,192,30-day limited warranty on workmanship and minor adjustments.,2026-03-08,2026-04-07,expired
364,328,1-year warranty on all installed electrical parts and wiring.,2026-01-28,2026-02-27,expired
365,443,90-day warranty on replaced suspension components.,2025-10-12,2025-11-11,expired
366,90,90-day warranty on replaced suspension components.,2025-09-18,2025-10-18,expired
367,319,6-month warranty on air conditioning compressor and freon leaks.,2026-02-02,2026-05-03,expired
368,66,30-day limited warranty on workmanship and minor adjustments.,2025-08-21,2025-11-19,expired
369,309,1-year comprehensive warranty on engine overhaul labor and parts.,2026-03-19,2026-04-18,expired
370,313,30-day limited warranty on workmanship and minor adjustments.,2026-06-24,2027-06-24,voided
371,13,90-day warranty on replaced suspension components.,2026-04-11,2027-04-11,active
372,260,1-year warranty on all installed electrical parts and wiring.,2025-11-28,2026-05-27,expired
373,199,6-month warranty on air conditioning compressor and freon leaks.,2026-07-26,2026-10-24,active
374,353,1-year comprehensive warranty on engine overhaul labor and parts.,2025-12-23,2026-06-21,expired
375,449,6-month warranty on air conditioning compressor and freon leaks.,2026-01-03,2026-02-02,expired
376,158,1-year warranty on all installed electrical parts and wiring.,2025-11-09,2026-02-07,expired
377,360,6-month warranty on air conditioning compressor and freon leaks.,2025-08-20,2026-08-20,nearing_expiration
378,490,90-day warranty on replaced suspension components.,2026-04-01,2026-09-28,active
379,471,1-year comprehensive warranty on engine overhaul labor and parts.,2026-05-28,2026-11-24,active
380,479,6-month warranty on air conditioning compressor and freon leaks.,2025-12-12,2026-01-11,expired
381,430,30-day limited warranty on workmanship and minor adjustments.,2026-05-17,2026-08-15,nearing_expiration
382,279,1-year comprehensive warranty on engine overhaul labor and parts.,2026-01-31,2027-01-31,active
383,234,6-month warranty on air conditioning compressor and freon leaks.,2025-12-17,2026-03-17,expired
384,183,90-day warranty on replaced suspension components.,2026-06-04,2026-09-02,nearing_expiration
385,198,1-year warranty on all installed electrical parts and wiring.,2025-08-11,2025-11-09,expired
386,270,6-month warranty on air conditioning compressor and freon leaks.,2026-03-12,2027-03-12,active
387,519,30-day limited warranty on workmanship and minor adjustments.,2026-07-12,2026-10-10,active
388,353,1-year comprehensive warranty on engine overhaul labor and parts.,2025-12-23,2026-03-23,expired
389,249,1-year comprehensive warranty on engine overhaul labor and parts.,2025-12-27,2026-06-25,expired
390,82,30-day limited warranty on workmanship and minor adjustments.,2026-02-11,2026-08-10,nearing_expiration
391,298,30-day limited warranty on workmanship and minor adjustments.,2026-06-17,2026-12-14,active
392,130,1-year warranty on all installed electrical parts and wiring.,2026-03-09,2027-03-09,active
393,430,1-year comprehensive warranty on engine overhaul labor and parts.,2026-05-17,2026-08-15,claimed
394,362,1-year warranty on all installed electrical parts and wiring.,2026-03-15,2027-03-15,active
395,461,6-month warranty on air conditioning compressor and freon leaks.,2026-02-02,2026-05-03,expired
396,323,30-day limited warranty on workmanship and minor adjustments.,2026-05-04,2027-05-04,claimed
397,195,90-day warranty on replaced suspension components.,2026-04-29,2026-05-29,expired
398,294,1-year warranty on all installed electrical parts and wiring.,2025-09-18,2025-10-18,expired
399,230,90-day warranty on replaced suspension components.,2026-06-20,2027-06-20,active
400,68,90-day warranty on replaced suspension components.,2026-03-13,2026-06-11,expired
