id,job_order_id,service_id,description_of_work,estimated_duration,actual_duration,estimated_hours,actual_hours,estimated_amount,actual_amount
257,237,4,"Found minor wear and tear during service, but within acceptable limits.",02:57:45,03:33:26,,,2799.91,3111.01
258,221,6,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,03:02:15,03:33:24,,,6401.84,7113.16
259,114,2,"Found minor wear and tear during service, but within acceptable limits.",01:25:34,01:53:19,,,6795.69,7550.77
260,74,8,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,03:23:57,03:11:23,,,5658.31,6287.01
261,453,4,Replaced consumables and tested system. Everything is operating normally.,01:55:33,02:37:54,,,587.58,652.87
262,427,7,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:55:47,02:22:38,,,2934.12,3260.13
263,154,7,"Found minor wear and tear during service, but within acceptable limits.",02:10:00,02:06:12,,,6961.57,7735.08
264,100,2,Replaced consumables and tested system. Everything is operating normally.,01:37:19,02:05:48,,,4720.75,5245.28
265,299,5,Replaced consumables and tested system. Everything is operating normally.,02:24:10,02:40:49,,,4141.48,4601.64
266,477,8,Replaced consumables and tested system. Everything is operating normally.,03:03:13,03:05:27,,,6580.95,7312.17
267,165,2,Replaced consumables and tested system. Everything is operating normally.,02:06:37,01:56:01,,,3209.58,3566.20
268,126,6,"Found minor wear and tear during service, but within acceptable limits.",03:22:04,04:00:35,,,2072.12,2302.36
269,38,6,Replaced consumables and tested system. Everything is operating normally.,02:43:38,03:25:06,,,545.87,606.52
270,513,1,Performed standard service procedure as per manufacturer guidelines.,03:52:32,04:13:13,,,5519.55,6132.83
271,61,6,"Found minor wear and tear during service, but within acceptable limits.",03:48:46,04:31:23,,,4591.86,5102.07
272,390,1,"Found minor wear and tear during service, but within acceptable limits.",03:13:15,03:42:58,,,1820.31,2022.57
273,285,1,Performed standard service procedure as per manufacturer guidelines.,01:42:51,01:47:55,,,2151.61,2390.68
274,518,3,Replaced consumables and tested system. Everything is operating normally.,01:42:27,01:29:40,,,1393.54,1548.38
275,29,7,"Found minor wear and tear during service, but within acceptable limits.",02:02:40,02:23:32,,,4503.37,5003.74
276,428,5,"Found minor wear and tear during service, but within acceptable limits.",03:01:10,03:10:28,,,1770.31,1967.01
277,273,6,Replaced consumables and tested system. Everything is operating normally.,01:47:02,02:08:18,,,871.24,968.04
278,70,1,"Found minor wear and tear during service, but within acceptable limits.",01:22:31,01:29:18,,,2536.24,2818.04
279,34,1,"Found minor wear and tear during service, but within acceptable limits.",02:27:45,03:04:07,,,4291.61,4768.46
280,439,6,"Found minor wear and tear during service, but within acceptable limits.",03:18:13,03:19:37,,,901.67,1001.85
281,494,2,Service completed. Adjusted specifications to optimal levels.,03:38:13,04:06:14,,,2635.97,2928.86
282,428,3,"Found minor wear and tear during service, but within acceptable limits.",01:57:22,02:24:24,,,4562.76,5069.73
283,88,1,Performed standard service procedure as per manufacturer guidelines.,02:23:31,02:38:59,,,5629.04,6254.49
284,424,1,"Found minor wear and tear during service, but within acceptable limits.",02:41:02,03:03:55,,,2904.71,3227.45
285,443,4,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",03:46:33,04:26:34,,,4602.31,5113.68
286,77,1,Service completed. Adjusted specifications to optimal levels.,03:25:15,03:44:33,,,5500.41,6111.57
287,265,5,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",03:13:04,03:05:48,,,852.05,946.72
288,396,2,Performed standard service procedure as per manufacturer guidelines.,02:54:36,02:58:49,,,2776.76,3085.29
289,434,5,Service completed. Adjusted specifications to optimal levels.,02:30:01,02:32:01,,,3843.37,4270.41
290,455,4,"Found minor wear and tear during service, but within acceptable limits.",02:32:14,02:32:57,,,3442.11,3824.57
291,39,1,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:23:21,02:55:36,,,3289.11,3654.57
292,520,3,Service completed. Adjusted specifications to optimal levels.,03:54:01,03:41:30,,,3638.92,4043.24
293,415,4,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:56:31,02:56:06,,,6078.48,6753.87
294,150,5,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:36:11,03:18:46,,,5559.71,6177.45
295,441,6,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,03:08:52,03:44:13,,,812.21,902.46
296,512,5,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:54:04,02:14:20,,,6475.88,7195.42
297,375,6,"Found minor wear and tear during service, but within acceptable limits.",03:54:47,03:42:01,,,6294.41,6993.79
298,458,3,Performed standard service procedure as per manufacturer guidelines.,01:42:30,02:10:12,,,4843.18,5381.31
299,153,6,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,03:52:01,04:05:11,,,6694.14,7437.93
300,389,1,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:10:58,02:32:51,,,3368.47,3742.74
301,385,2,Service completed. Adjusted specifications to optimal levels.,00:53:05,01:26:34,,,6682.55,7425.06
302,80,2,Replaced consumables and tested system. Everything is operating normally.,02:05:19,02:48:01,,,604.94,672.16
303,446,6,Replaced consumables and tested system. Everything is operating normally.,02:21:13,02:17:22,,,1667.51,1852.79
304,26,7,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:41:06,03:24:09,,,3958.67,4398.52
305,9,2,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:09:28,00:55:30,,,5287.95,5875.50
306,20,4,Performed standard service procedure as per manufacturer guidelines.,01:03:32,01:23:03,,,6509.55,7232.83
307,433,5,Service completed. Adjusted specifications to optimal levels.,01:34:57,01:41:34,,,5329.75,5921.94
308,74,1,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:26:43,02:41:54,,,4874.45,5416.06
309,241,8,Service completed. Adjusted specifications to optimal levels.,01:56:18,02:01:24,,,5857.05,6507.83
310,486,6,Service completed. Adjusted specifications to optimal levels.,01:52:49,01:58:02,,,2347.35,2608.17
311,394,4,"Found minor wear and tear during service, but within acceptable limits.",03:31:53,03:33:34,,,3915.28,4350.31
312,73,7,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:22:44,02:19:24,,,3757.33,4174.81
313,510,6,Performed standard service procedure as per manufacturer guidelines.,02:39:10,03:02:46,,,7032.39,7813.77
314,370,7,"Found minor wear and tear during service, but within acceptable limits.",03:07:30,03:50:08,,,5031.04,5590.04
315,307,2,"Found minor wear and tear during service, but within acceptable limits.",03:23:13,03:33:42,,,5772.93,6414.37
316,24,2,Performed standard service procedure as per manufacturer guidelines.,01:00:49,01:37:41,,,7032.07,7813.41
317,185,5,Replaced consumables and tested system. Everything is operating normally.,01:53:26,02:26:41,,,4622.27,5135.86
318,88,7,Replaced consumables and tested system. Everything is operating normally.,03:49:01,04:28:45,,,3560.83,3956.48
319,100,2,Replaced consumables and tested system. Everything is operating normally.,01:25:10,01:50:22,,,927.67,1030.74
320,448,8,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:54:21,02:12:35,,,5147.81,5719.79
321,124,7,Replaced consumables and tested system. Everything is operating normally.,03:54:52,04:09:25,,,6470.31,7189.23
322,180,6,Service completed. Adjusted specifications to optimal levels.,00:59:39,01:32:31,,,2477.63,2752.92
323,251,1,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:54:56,02:03:01,,,6916.24,7684.71
324,135,4,Performed standard service procedure as per manufacturer guidelines.,00:32:38,00:40:11,,,3073.97,3415.52
325,503,5,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:28:27,02:58:20,,,4912.96,5458.84
326,314,2,Service completed. Adjusted specifications to optimal levels.,02:27:11,02:49:56,,,4937.97,5486.63
327,174,6,Replaced consumables and tested system. Everything is operating normally.,01:55:14,02:25:46,,,6259.93,6955.48
328,61,6,Replaced consumables and tested system. Everything is operating normally.,03:08:29,03:39:52,,,4189.69,4655.21
329,458,8,"Found minor wear and tear during service, but within acceptable limits.",02:06:48,02:13:08,,,5979.97,6644.41
330,47,8,Replaced consumables and tested system. Everything is operating normally.,03:23:18,03:11:20,,,4601.59,5112.88
331,344,2,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:01:45,00:54:52,,,6234.51,6927.23
332,489,7,Service completed. Adjusted specifications to optimal levels.,03:50:00,04:17:59,,,4908.21,5453.57
333,238,3,Performed standard service procedure as per manufacturer guidelines.,00:35:06,00:43:00,,,491.03,545.59
334,202,6,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",00:35:01,00:36:07,,,3140.24,3489.16
335,223,8,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:57:17,01:43:47,,,1621.11,1801.23
336,495,1,Service completed. Adjusted specifications to optimal levels.,02:02:03,01:54:06,,,6408.20,7120.22
337,499,8,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:54:30,03:09:04,,,6794.54,7549.49
338,323,7,Replaced consumables and tested system. Everything is operating normally.,03:30:48,03:36:10,,,4893.32,5437.02
339,205,6,Performed standard service procedure as per manufacturer guidelines.,01:03:03,01:25:20,,,3812.57,4236.19
340,207,8,Performed standard service procedure as per manufacturer guidelines.,01:32:36,01:25:04,,,1742.59,1936.21
341,515,5,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:00:48,02:18:32,,,6908.01,7675.57
342,137,6,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:10:59,02:48:42,,,4425.63,4917.37
343,254,5,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:00:37,02:08:50,,,2510.93,2789.92
344,227,4,Replaced consumables and tested system. Everything is operating normally.,01:09:18,01:03:28,,,3044.59,3382.88
345,423,5,Service completed. Adjusted specifications to optimal levels.,01:27:28,02:01:44,,,5202.62,5780.69
346,447,2,"Found minor wear and tear during service, but within acceptable limits.",02:34:17,03:03:13,,,2728.88,3032.09
347,447,7,Replaced consumables and tested system. Everything is operating normally.,03:40:16,04:17:20,,,6112.91,6792.12
348,316,5,Performed standard service procedure as per manufacturer guidelines.,00:40:19,00:42:49,,,1555.81,1728.68
349,395,3,Performed standard service procedure as per manufacturer guidelines.,03:35:50,03:47:16,,,3157.42,3508.24
350,288,2,"Found minor wear and tear during service, but within acceptable limits.",00:52:20,00:53:30,,,6483.81,7204.23
351,224,2,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:41:50,01:46:57,,,2766.81,3074.23
352,267,8,"Found minor wear and tear during service, but within acceptable limits.",02:32:58,02:52:17,,,5512.40,6124.89
353,108,6,"Found minor wear and tear during service, but within acceptable limits.",02:01:39,02:05:15,,,969.41,1077.12
354,34,6,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:28:24,03:01:27,,,1784.16,1982.40
355,318,6,Replaced consumables and tested system. Everything is operating normally.,02:05:14,02:28:37,,,4848.38,5387.09
356,195,4,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,03:54:01,04:01:14,,,6103.95,6782.17
357,298,7,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:26:16,01:44:22,,,6221.54,6912.82
358,89,3,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:52:15,02:24:44,,,5129.66,5699.62
359,265,2,Service completed. Adjusted specifications to optimal levels.,03:59:57,04:19:42,,,4309.14,4787.93
360,206,8,Service completed. Adjusted specifications to optimal levels.,03:58:45,03:47:25,,,7049.57,7832.85
361,451,2,Replaced consumables and tested system. Everything is operating normally.,02:52:38,02:55:52,,,4939.16,5487.96
362,28,1,Replaced consumables and tested system. Everything is operating normally.,02:11:21,02:12:35,,,1296.77,1440.86
363,157,5,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:56:41,02:12:17,,,4384.49,4871.66
364,231,1,Replaced consumables and tested system. Everything is operating normally.,03:48:29,04:17:07,,,6219.37,6910.41
365,150,7,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:23:42,02:26:44,,,5068.61,5631.79
366,129,8,"Found minor wear and tear during service, but within acceptable limits.",01:35:08,01:40:15,,,2639.14,2932.38
367,194,2,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:47:50,02:48:14,,,1561.82,1735.36
368,489,6,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:59:47,02:36:01,,,3693.63,4104.03
369,115,3,Replaced consumables and tested system. Everything is operating normally.,01:26:50,01:44:35,,,5181.64,5757.38
370,8,4,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",00:57:16,01:07:05,,,6202.33,6891.48
371,139,5,"Found minor wear and tear during service, but within acceptable limits.",00:44:44,01:25:38,,,2827.14,3141.27
372,396,2,Replaced consumables and tested system. Everything is operating normally.,01:28:38,01:41:53,,,900.03,1000.03
373,18,5,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:33:59,02:33:23,,,3278.84,3643.15
374,380,7,Service completed. Adjusted specifications to optimal levels.,03:48:14,03:50:18,,,6542.27,7269.19
375,45,6,Service completed. Adjusted specifications to optimal levels.,01:31:11,01:59:56,,,2536.49,2818.32
376,20,4,"Found minor wear and tear during service, but within acceptable limits.",02:50:49,02:46:33,,,2168.47,2409.41
377,517,6,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",00:54:33,00:55:04,,,2045.27,2272.52
378,254,5,"Found minor wear and tear during service, but within acceptable limits.",02:03:52,02:03:43,,,5705.80,6339.78
379,458,7,Performed standard service procedure as per manufacturer guidelines.,01:44:55,02:01:55,,,4821.07,5356.74
380,474,3,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",03:05:22,03:40:01,,,4242.83,4714.26
381,36,3,Performed standard service procedure as per manufacturer guidelines.,03:16:51,03:12:52,,,6312.47,7013.85
382,273,6,Performed standard service procedure as per manufacturer guidelines.,03:40:57,03:54:25,,,1823.20,2025.78
383,484,5,Performed standard service procedure as per manufacturer guidelines.,00:36:40,00:41:08,,,1383.80,1537.55
384,483,3,"Found minor wear and tear during service, but within acceptable limits.",01:54:17,02:34:54,,,653.21,725.79
385,308,5,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,00:40:50,00:48:27,,,5760.02,6400.02
386,292,2,Replaced consumables and tested system. Everything is operating normally.,02:29:59,02:43:14,,,4171.33,4634.81
387,277,2,Service completed. Adjusted specifications to optimal levels.,01:31:31,01:18:12,,,5011.03,5567.81
388,185,2,Service completed. Adjusted specifications to optimal levels.,01:43:59,02:10:23,,,2450.85,2723.17
389,449,2,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:28:08,02:39:13,,,7159.98,7955.53
390,373,4,"Found minor wear and tear during service, but within acceptable limits.",03:09:21,03:02:29,,,2670.52,2967.24
391,6,2,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,03:59:54,04:43:46,,,6423.06,7136.73
392,474,3,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",00:35:33,01:09:52,,,5091.76,5657.51
393,264,8,Performed standard service procedure as per manufacturer guidelines.,01:47:13,02:06:45,,,5516.33,6129.25
394,265,1,"Found minor wear and tear during service, but within acceptable limits.",02:41:19,02:41:09,,,3595.19,3994.65
395,96,5,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",03:36:08,03:31:35,,,4761.08,5290.09
396,239,7,Service completed. Adjusted specifications to optimal levels.,02:29:24,02:58:34,,,6102.00,6780.00
397,413,1,"Found minor wear and tear during service, but within acceptable limits.",00:56:37,01:02:14,,,5699.43,6332.70
398,191,1,Service completed. Adjusted specifications to optimal levels.,02:18:58,03:03:57,,,3307.43,3674.92
399,376,1,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:41:05,03:05:15,,,7147.42,7941.58
400,19,5,"Found minor wear and tear during service, but within acceptable limits.",01:44:13,02:02:42,,,5424.73,6027.48
401,65,6,Replaced consumables and tested system. Everything is operating normally.,02:24:06,02:48:17,,,3446.38,3829.31
402,492,1,Replaced consumables and tested system. Everything is operating normally.,00:35:35,01:11:15,,,4438.13,4931.26
403,224,1,"Found minor wear and tear during service, but within acceptable limits.",00:42:06,01:18:25,,,4496.53,4996.14
404,485,4,"Found minor wear and tear during service, but within acceptable limits.",02:04:35,02:02:20,,,1008.98,1121.09
405,231,8,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:01:06,01:31:38,,,3677.51,4086.12
406,469,8,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:46:51,02:03:44,,,4770.64,5300.71
407,26,5,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:57:20,01:47:42,,,5548.23,6164.70
408,433,7,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:42:18,03:02:39,,,1059.47,1177.19
409,392,8,Service completed. Adjusted specifications to optimal levels.,00:41:17,01:18:26,,,4566.96,5074.40
410,144,7,Service completed. Adjusted specifications to optimal levels.,00:35:36,00:24:01,,,4318.66,4798.51
411,412,6,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",03:46:18,03:35:11,,,2231.61,2479.57
412,85,6,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:42:44,03:05:49,,,563.27,625.86
413,201,3,Performed standard service procedure as per manufacturer guidelines.,00:32:59,00:46:12,,,1298.79,1443.10
414,189,4,Replaced consumables and tested system. Everything is operating normally.,03:52:07,04:34:39,,,6475.75,7195.28
415,205,5,Replaced consumables and tested system. Everything is operating normally.,02:49:05,03:20:52,,,589.62,655.13
416,403,5,"Found minor wear and tear during service, but within acceptable limits.",01:45:36,02:29:24,,,1655.78,1839.75
417,519,8,"Found minor wear and tear during service, but within acceptable limits.",02:52:12,03:20:05,,,1676.62,1862.91
418,54,1,Replaced consumables and tested system. Everything is operating normally.,03:00:16,03:19:38,,,2476.69,2751.88
419,386,3,Performed standard service procedure as per manufacturer guidelines.,03:09:03,03:37:31,,,2065.01,2294.46
420,197,5,Replaced consumables and tested system. Everything is operating normally.,02:44:11,03:07:45,,,3918.11,4353.46
421,346,1,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:35:21,02:57:28,,,5064.27,5626.97
422,440,7,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:36:06,02:00:32,,,5435.42,6039.36
423,507,3,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:26:24,01:12:18,,,1139.59,1266.21
424,47,5,Service completed. Adjusted specifications to optimal levels.,00:36:49,01:12:04,,,4969.63,5521.81
425,171,4,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:02:21,02:15:49,,,2321.85,2579.83
426,383,1,"Found minor wear and tear during service, but within acceptable limits.",00:32:42,00:57:36,,,4117.97,4575.52
427,448,5,Performed standard service procedure as per manufacturer guidelines.,02:38:59,02:46:10,,,7144.25,7938.06
428,216,4,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",00:53:25,00:40:23,,,4406.31,4895.90
429,129,1,"Found minor wear and tear during service, but within acceptable limits.",03:31:27,03:40:25,,,4185.86,4650.95
430,441,2,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",03:43:25,03:33:17,,,2658.02,2953.35
431,424,8,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:09:53,02:36:19,,,612.69,680.77
432,138,1,Service completed. Adjusted specifications to optimal levels.,01:29:34,01:25:02,,,3673.60,4081.78
433,125,4,Performed standard service procedure as per manufacturer guidelines.,00:52:36,00:52:38,,,4366.35,4851.50
434,178,7,Performed standard service procedure as per manufacturer guidelines.,02:29:15,02:48:28,,,3005.96,3339.96
435,357,5,Performed standard service procedure as per manufacturer guidelines.,01:23:31,01:18:26,,,3543.77,3937.52
436,26,6,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:48:03,02:17:04,,,1751.23,1945.81
437,305,3,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:29:37,02:28:14,,,2245.24,2494.71
438,249,1,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:15:59,02:46:55,,,1894.46,2104.96
439,453,2,Performed standard service procedure as per manufacturer guidelines.,01:58:55,02:00:08,,,5866.88,6518.76
440,346,6,Performed standard service procedure as per manufacturer guidelines.,03:08:14,03:25:46,,,5930.15,6589.06
441,118,3,Service completed. Adjusted specifications to optimal levels.,03:07:59,03:52:55,,,5725.84,6362.04
442,366,6,Performed standard service procedure as per manufacturer guidelines.,01:56:25,02:14:49,,,4269.63,4744.03
443,213,3,Replaced consumables and tested system. Everything is operating normally.,02:07:44,02:51:25,,,4082.25,4535.83
444,7,1,Replaced consumables and tested system. Everything is operating normally.,02:29:54,02:48:16,,,4699.10,5221.22
445,57,2,Service completed. Adjusted specifications to optimal levels.,03:43:53,04:07:29,,,4417.98,4908.87
446,49,5,"Found minor wear and tear during service, but within acceptable limits.",03:32:16,04:08:43,,,5982.31,6647.01
447,171,6,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",00:34:51,00:40:20,,,5947.07,6607.85
448,231,7,Performed standard service procedure as per manufacturer guidelines.,03:12:37,03:26:35,,,4085.09,4538.99
449,214,2,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:43:50,01:40:03,,,2378.85,2643.17
450,73,5,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:48:15,02:04:32,,,634.40,704.89
451,421,3,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:01:56,01:39:02,,,4426.81,4918.68
452,372,3,Performed standard service procedure as per manufacturer guidelines.,03:00:51,03:33:36,,,4093.77,4548.63
453,324,1,"Found minor wear and tear during service, but within acceptable limits.",02:31:51,02:48:09,,,5571.47,6190.52
454,315,5,Service completed. Adjusted specifications to optimal levels.,03:52:04,03:56:04,,,1561.90,1735.44
455,446,2,"Found minor wear and tear during service, but within acceptable limits.",02:42:30,02:49:11,,,4316.05,4795.61
456,121,4,Service completed. Adjusted specifications to optimal levels.,02:23:40,02:34:43,,,6206.71,6896.34
457,80,6,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,03:27:52,03:57:21,,,1547.42,1719.35
458,373,3,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,01:56:24,02:27:08,,,751.93,835.48
459,137,5,Replaced consumables and tested system. Everything is operating normally.,01:19:36,01:29:21,,,6385.42,7094.91
460,110,2,"Found minor wear and tear during service, but within acceptable limits.",02:50:50,03:20:36,,,594.40,660.44
461,235,5,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",03:07:50,03:30:08,,,5441.60,6046.22
462,197,7,Performed standard service procedure as per manufacturer guidelines.,00:37:51,01:06:48,,,6579.96,7311.07
463,476,1,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,03:51:04,04:23:09,,,6112.22,6791.35
464,279,1,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:59:00,02:42:41,,,5647.44,6274.93
465,512,1,Service completed. Adjusted specifications to optimal levels.,00:50:20,00:56:00,,,4012.63,4458.48
466,515,4,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:03:34,01:33:19,,,7176.11,7973.45
467,351,4,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:25:22,03:06:21,,,3174.57,3527.30
468,395,5,Replaced consumables and tested system. Everything is operating normally.,01:18:14,01:25:39,,,5530.25,6144.72
469,172,5,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,03:20:33,03:51:06,,,5067.10,5630.11
470,339,5,Replaced consumables and tested system. Everything is operating normally.,01:51:45,02:09:08,,,1998.56,2220.62
471,328,4,"Found minor wear and tear during service, but within acceptable limits.",01:49:00,02:08:59,,,1334.30,1482.56
472,334,8,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",03:49:22,04:02:09,,,863.16,959.07
473,47,8,"Found minor wear and tear during service, but within acceptable limits.",02:15:10,02:30:43,,,5658.27,6286.97
474,310,3,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",00:33:09,00:36:24,,,2539.37,2821.52
475,39,5,Performed standard service procedure as per manufacturer guidelines.,03:33:30,03:31:19,,,4877.60,5419.56
476,219,5,Service completed. Adjusted specifications to optimal levels.,02:29:21,02:45:26,,,6409.94,7122.15
477,298,5,Performed standard service procedure as per manufacturer guidelines.,01:33:20,02:17:05,,,3552.89,3947.66
478,223,5,"Found minor wear and tear during service, but within acceptable limits.",00:50:22,01:18:07,,,2100.37,2333.74
479,370,1,"Found minor wear and tear during service, but within acceptable limits.",02:47:10,03:29:58,,,5272.07,5857.86
480,405,4,Service completed. Adjusted specifications to optimal levels.,03:10:31,03:36:45,,,705.44,783.82
481,215,8,"Found minor wear and tear during service, but within acceptable limits.",02:18:57,02:47:56,,,2465.37,2739.30
482,331,1,Replaced consumables and tested system. Everything is operating normally.,01:48:50,01:51:04,,,5752.90,6392.11
483,342,2,Performed standard service procedure as per manufacturer guidelines.,02:22:41,02:49:46,,,6791.49,7546.10
484,378,6,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",01:00:01,01:10:14,,,4454.85,4949.83
485,317,6,Service completed. Adjusted specifications to optimal levels.,02:52:54,03:05:35,,,2051.85,2279.83
486,186,6,Replaced consumables and tested system. Everything is operating normally.,03:09:15,03:16:27,,,1209.27,1343.63
487,55,5,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:13:23,02:01:46,,,461.66,512.96
488,186,5,"Encountered slightly rusted bolts which delayed removal, but service completed successfully.",02:28:21,02:22:16,,,3288.92,3654.36
489,249,4,Replaced consumables and tested system. Everything is operating normally.,03:18:54,03:27:43,,,1179.74,1310.82
490,320,8,Replaced consumables and tested system. Everything is operating normally.,02:31:34,02:50:30,,,6083.92,6759.91
491,377,1,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:41:31,02:48:30,,,6686.08,7428.98
492,487,1,"Found minor wear and tear during service, but within acceptable limits.",01:25:09,02:00:53,,,5857.64,6508.49
493,126,5,Replaced consumables and tested system. Everything is operating normally.,02:03:12,02:25:11,,,5626.60,6251.78
494,425,7,Performed standard service procedure as per manufacturer guidelines.,01:38:15,02:07:16,,,5669.90,6299.89
495,400,5,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,02:32:25,02:22:13,,,6877.11,7641.23
496,266,5,Customer requested extra attention to this area. Cleaned and serviced thoroughly.,03:41:39,03:51:02,,,3584.59,3982.88
497,489,4,Service completed. Adjusted specifications to optimal levels.,02:56:05,03:05:39,,,1760.85,1956.50
498,281,4,"Found minor wear and tear during service, but within acceptable limits.",03:26:50,04:04:22,,,6280.78,6978.64
499,494,5,"Found minor wear and tear during service, but within acceptable limits.",03:22:45,03:43:16,,,5882.36,6535.96
500,105,2,Service completed. Adjusted specifications to optimal levels.,00:46:56,01:26:46,,,1927.34,2141.49
501,521,3,Complete automatic transmission rebuild with torque converter replacement.,06:17:56,06:06:43,6.44,5.34,5568.96,11185.90
502,521,3,"Fuel system overhaul: injectors cleaned, fuel pump and filter replaced.",03:54:02,03:02:02,3.01,8.35,11874.71,11904.70
503,522,3,Full engine overhaul including cylinder head resurfacing and gasket replacement.,07:49:16,04:23:06,3.27,8.33,9715.78,9950.70
504,522,3,Complete automatic transmission rebuild with torque converter replacement.,07:58:56,04:36:55,4.92,7.86,6226.99,8842.76
505,523,3,"Major brake system overhaul: rotors, calipers, pads, and brake lines replaced.",04:15:42,06:49:43,6.01,8.59,4432.57,13205.25
506,523,3,Full electrical diagnosis and rewiring of damaged harness and relay faults.,07:45:49,05:58:06,3.85,7.71,9139.35,9506.35
507,524,3,"Fuel system overhaul: injectors cleaned, fuel pump and filter replaced.",06:14:59,03:46:02,6.49,4.36,7758.93,6888.06
508,524,3,"Fuel system overhaul: injectors cleaned, fuel pump and filter replaced.",04:38:53,05:46:30,3.35,8.00,4846.82,11412.21
509,525,3,"A/C compressor, condenser, and evaporator coil replaced; system recharged.",05:22:01,05:29:09,5.96,6.82,6357.43,9640.20
510,525,3,Full engine overhaul including cylinder head resurfacing and gasket replacement.,03:31:02,07:58:00,7.73,7.81,4454.38,13664.11
