id,job_order_id,mechanic_notes,customer_approval_status,datetime_created,datetime_approved
184,270,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-01-25 18:25:50.293298,2026-01-26 20:25:50.293298
185,38,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,disputed,2025-09-09 10:11:05.293298,2025-09-11 08:11:05.293298
186,435,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-05-14 19:31:29.293298,2026-05-16 09:31:29.293298
187,130,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2025-09-29 12:13:16.293298,2025-09-30 08:13:16.293298
188,89,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,pending,2025-12-28 09:10:07.293298,
189,42,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-03-23 04:19:35.293298,2026-03-24 01:19:35.293298
190,436,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-04-21 05:09:25.293298,2026-04-22 02:09:25.293298
191,151,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,pending,2025-08-13 18:12:47.293298,
192,32,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-04-18 05:57:02.293298,2026-04-19 23:57:02.293298
193,258,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-11-24 10:31:08.293298,2025-11-24 13:31:08.293298
194,141,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,pending,2026-07-19 08:10:04.293298,
195,209,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,pending,2025-08-09 06:04:45.293298,
196,406,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2025-11-15 23:38:30.293298,2025-11-17 03:38:30.293298
197,81,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-01-28 01:19:15.293298,2026-01-28 07:19:15.293298
198,147,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-01-15 02:36:26.293298,2026-01-16 02:36:26.293298
199,75,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-09-28 01:31:11.293298,2025-09-28 05:31:11.293298
200,467,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-02-17 11:57:51.293298,2026-02-18 04:57:51.293298
201,186,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,disputed,2026-05-23 18:15:41.293298,2026-05-25 07:15:41.293298
202,205,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-07-18 16:29:31.293298,2026-07-18 23:29:31.293298
203,329,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2025-08-15 17:28:19.293298,2025-08-16 05:28:19.293298
204,372,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,disputed,2025-11-25 23:38:27.293298,2025-11-27 19:38:27.293298
205,333,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,disputed,2025-09-14 14:07:24.293298,2025-09-15 23:07:24.293298
206,220,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-02-16 13:36:39.293298,2026-02-17 08:36:39.293298
207,33,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-04-24 03:17:38.293298,2026-04-24 19:17:38.293298
208,32,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,pending,2025-10-02 17:38:12.293298,
209,37,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2025-09-26 01:00:06.293298,2025-09-26 08:00:06.293298
210,444,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-07-18 18:47:35.293298,2026-07-19 20:47:35.293298
211,381,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2025-08-19 19:15:30.293298,2025-08-20 07:15:30.293298
212,141,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-09-03 20:45:54.293298,2025-09-05 06:45:54.293298
213,73,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-03-29 23:51:51.293298,2026-03-30 01:51:51.293298
214,433,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,disputed,2025-11-25 04:11:36.293298,2025-11-25 16:11:36.293298
215,156,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-01-12 23:51:40.293298,2026-01-14 05:51:40.293298
216,345,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-06-19 08:24:57.293298,2026-06-21 06:24:57.293298
217,26,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,disputed,2026-05-20 12:43:43.293298,2026-05-21 02:43:43.293298
218,77,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-01-30 19:37:01.293298,2026-02-01 07:37:01.293298
219,437,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-07-01 05:11:56.293298,2026-07-03 02:11:56.293298
220,479,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2025-09-21 17:33:47.293298,2025-09-22 17:33:47.293298
221,390,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,pending,2026-01-30 16:52:32.293298,
222,516,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2025-10-01 03:46:32.293298,2025-10-02 03:46:32.293298
223,343,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2025-09-25 11:50:57.293298,2025-09-25 20:50:57.293298
224,70,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,pending,2025-12-27 20:40:13.293298,
225,278,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2025-10-30 06:50:23.293298,2025-10-31 21:50:23.293298
226,116,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,pending,2025-09-13 02:30:23.293298,
227,371,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-03-23 12:48:52.293298,2026-03-24 19:48:52.293298
228,107,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2025-10-21 10:41:31.293298,2025-10-21 17:41:31.293298
229,95,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,disputed,2026-05-13 16:02:15.293298,2026-05-13 20:02:15.293298
230,432,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-10-12 05:44:30.293298,2025-10-12 09:44:30.293298
231,301,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-05-06 00:12:28.293298,2026-05-07 12:12:28.293298
232,363,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,pending,2025-11-18 22:47:08.293298,
233,336,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2025-10-01 00:04:41.293298,2025-10-02 22:04:41.293298
234,80,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-07-16 04:59:20.293298,2026-07-16 06:59:20.293298
235,423,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-02-11 07:29:33.293298,2026-02-13 01:29:33.293298
236,252,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-05-24 19:00:02.293298,2026-05-26 07:00:02.293298
237,213,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,disputed,2026-05-05 15:48:24.293298,2026-05-06 04:48:24.293298
238,146,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,disputed,2026-01-30 14:44:08.293298,2026-01-31 08:44:08.293298
239,355,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2025-12-10 00:24:12.293298,2025-12-12 00:24:12.293298
240,449,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-01-07 19:17:46.293298,2026-01-08 08:17:46.293298
241,300,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2025-08-06 20:47:07.293298,2025-08-08 02:47:07.293298
242,144,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2025-11-18 15:42:10.293298,2025-11-19 19:42:10.293298
243,455,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-01-03 16:51:31.293298,2026-01-05 11:51:31.293298
244,126,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,pending,2025-10-09 14:33:09.293298,
245,183,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,disputed,2026-05-24 00:25:55.293298,2026-05-24 14:25:55.293298
246,156,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-06-17 13:23:36.293298,2026-06-18 10:23:36.293298
247,160,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,pending,2026-04-23 16:24:10.293298,
248,98,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,disputed,2026-01-08 07:39:46.293298,2026-01-09 09:39:46.293298
249,376,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-05-18 08:02:29.293298,2026-05-19 17:02:29.293298
250,137,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,disputed,2025-09-28 20:46:52.293298,2025-09-28 22:46:52.293298
251,75,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,disputed,2025-12-27 04:52:43.293298,2025-12-27 21:52:43.293298
252,289,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,pending,2026-06-10 18:55:31.293298,
253,76,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,pending,2025-10-16 18:07:01.293298,
254,171,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,pending,2026-06-09 17:05:26.293298,
255,379,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-06-14 09:15:29.293298,2026-06-15 06:15:29.293298
256,436,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2025-10-19 06:36:45.293298,2025-10-20 03:36:45.293298
257,219,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-09-11 16:09:03.293298,2025-09-13 11:09:03.293298
258,495,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-01-29 20:48:37.293298,2026-01-29 22:48:37.293298
259,3,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,pending,2025-10-09 09:35:50.293298,
260,322,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-01-16 17:04:47.293298,2026-01-17 08:04:47.293298
261,4,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-06-18 18:36:19.293298,2026-06-20 16:36:19.293298
262,343,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-04-27 20:42:51.293298,2026-04-29 03:42:51.293298
263,268,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-03-11 14:24:29.293298,2026-03-12 18:24:29.293298
264,2,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-01-20 12:10:31.293298,2026-01-20 20:10:31.293298
265,372,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-06-28 20:57:13.293298,2026-06-29 15:57:13.293298
266,228,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-01-25 20:28:43.293298,2026-01-26 17:28:43.293298
267,46,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-09-26 19:23:00.293298,2025-09-27 15:23:00.293298
268,484,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-07-24 20:33:48.293298,2026-07-25 03:33:48.293298
269,119,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,pending,2026-01-16 22:48:00.293298,
270,191,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-09-18 21:46:19.293298,2025-09-19 05:46:19.293298
271,66,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-01-16 09:22:17.293298,2026-01-16 22:22:17.293298
272,395,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,disputed,2026-07-30 11:04:17.293298,2026-07-31 02:04:17.293298
273,341,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2025-08-16 08:14:13.293298,2025-08-16 15:14:13.293298
274,294,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-02-23 22:37:35.293298,2026-02-25 21:37:35.293298
275,284,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,pending,2025-08-15 13:47:29.293298,
276,487,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,pending,2026-02-04 20:35:45.293298,
277,69,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2025-11-18 16:29:06.293298,2025-11-19 19:29:06.293298
278,49,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,pending,2025-12-06 04:30:24.293298,
279,446,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2025-10-05 20:11:28.293298,2025-10-07 16:11:28.293298
280,155,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-04-04 23:15:11.293298,2026-04-06 03:15:11.293298
281,452,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-07-12 13:14:20.293298,2026-07-13 15:14:20.293298
282,55,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2026-02-28 16:55:21.293298,2026-03-02 03:55:21.293298
283,465,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-05-29 07:29:07.293298,2026-05-31 03:29:07.293298
284,283,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,pending,2025-08-09 13:29:35.293298,
285,82,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,approved,2026-04-30 19:25:03.293298,2026-05-02 17:25:03.293298
286,139,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-06-08 08:52:51.293298,2026-06-09 23:52:51.293298
287,264,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,disputed,2026-05-08 08:01:56.293298,2026-05-09 08:01:56.293298
288,3,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,pending,2025-12-30 11:18:01.293298,
289,518,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,pending,2026-01-04 01:57:33.293298,
290,272,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,disputed,2025-10-26 20:45:30.293298,2025-10-27 12:45:30.293298
291,165,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-02-08 13:41:45.293298,2026-02-08 15:41:45.293298
292,433,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-03-06 21:51:51.293298,2026-03-08 01:51:51.293298
293,373,Customer complaint of clunking over bumps verified. Found excessive play in front sway bar links and passenger tie rod.,approved,2025-11-22 17:24:24.293298,2025-11-23 11:24:24.293298
294,341,Visual inspection shows severe wear on front brake pads (2mm remaining). Rotors require resurfacing.,approved,2026-01-22 21:30:47.293298,2026-01-24 13:30:47.293298
295,157,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2026-01-23 05:53:09.293298,2026-01-24 04:53:09.293298
296,45,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,approved,2025-10-01 08:22:55.293298,2025-10-02 16:22:55.293298
297,62,Battery failed load test (reading 9.5V under load). Alternator charging output is good at 14.2V.,pending,2026-01-29 10:15:15.293298,
298,220,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2026-03-07 07:25:26.293298,2026-03-08 16:25:26.293298
299,99,Scan tool indicates P0420 (Catalytic Converter Efficiency). O2 sensors are reading within normal range; suspect cat failure.,pending,2025-09-07 08:04:38.293298,
300,299,Engine oil leak traced to the valve cover gasket. Spark plug wells show oil pooling.,approved,2025-11-02 22:28:04.293298,2025-11-04 00:28:04.293298
